   id, time,  addr, rssi,  ave, lane
   84,  519, 65:02,  -63,  -62,    0
   85,  443, 65:02,  -63,  -63,    1
   86,  488, 65:02,  -86,  -74,    1
   87,  963, 65:02,  -53,  -69,    1
   88,  471, 65:02,  -62,  -57,    1
   89,  965, 65:02,  -54,  -58,    1
   90,  477, 65:02,  -57,  -55,    1
   91,  481, 65:02,  -52,  -54,    1
   92,  969, 65:02,  -57,  -54,    1
   93,  952, 65:02,  -51,  -54,    1
   94,  486, 65:02,  -54,  -52,    1
   95,  467, 65:02,  -60,  -57,    1
   96,  480, 65:02,  -58,  -59,    1
   97,  497, 65:02,  -60,  -59,    1
   98,  476, 65:02,  -59,  -59,    1
   99,  470, 65:02,  -57,  -58,    1
  100,  964, 65:02,  -69,  -63,    1
  101,  480, 65:02,  -72,  -70,    1
  102,  488, 65:02,  -75,  -73,    1
  103,  471, 65:02,  -72,  -73,    1
  104,  483, 65:02,  -58,  -65,    1
  105,  959, 65:02,  -51,  -54,    1
  106,  476, 65:02,  -66,  -58,    1
  107,  482, 65:02,  -53,  -59,    1
  108,  480, 65:02,  -69,  -61,    1
  109,  481, 65:02,  -55,  -62,    1
  110,  962, 65:02,  -52,  -53,    1
  111,  471, 65:02,  -56,  -54,    1
  112,  961, 65:02,  -64,  -60,    1
  113,  482, 65:02,  -50,  -57,    1
  114,  497, 65:02,  -56,  -53,    1
  115,  466, 65:02,  -50,  -53,    1
  116,  476, 65:02,  -52,  -51,    1
  117,  482, 65:02,  -59,  -55,    1
  118,  478, 65:02,  -55,  -57,    1
  119,  480, 65:02,  -51,  -53,    1
  120,  479, 65:02,  -46,  -48,    1
  121,  485, 65:02,  -54,  -50,    1
  122,  495, 65:02,  -48,  -51,    1
  123,  940, 65:02,  -53,  -50,    1
  124,  487, 65:02,  -52,  -52,    1
  125,  480, 65:02,  -47,  -49,    1
  126,  477, 65:02,  -57,  -52,    1
  127,  476, 65:02,  -57,  -57,    1
  128,  485, 65:02,  -56,  -56,    1
  129,  473, 65:02,  -57,  -56,    1
  130,  963, 65:02,  -57,  -57,    1
  131,  489, 65:02,  -57,  -57,    1
  132,  476, 65:02,  -57,  -57,    1
  133,  484, 65:02,  -61,  -59,    1
  134,  500, 65:02,  -57,  -59,    1
  135,  456, 65:02,  -68,  -62,    1
  136,  480, 65:02,  -68,  -68,    1
  137,  505, 65:02,  -68,  -68,    1
  138,  448, 65:02,  -57,  -62,    1
  139,  959, 65:02,  -61,  -59,    1
  140,  488, 65:02,  -67,  -64,    1
  141,  478, 65:02,  -57,  -62,    1
  142,  964, 65:02,  -68,  -62,    1
  143,  958, 65:02,  -57,  -62,    1
  144,  501, 65:02,  -61,  -59,    1
  145,  455, 65:02,  -57,  -59,    1
  146,  505, 65:02,  -57,  -57,    1
  147,  460, 65:02,  -67,  -62,    1
  148,  481, 65:02,  -57,  -62,    1
  149,  476, 65:02,  -57,  -57,    1
  150,  497, 65:02,  -68,  -62,    1
  151,  495, 65:02,  -57,  -62,    1
  152,  448, 65:02,  -68,  -62,    1
  153,  960, 65:02,  -61,  -64,    1
  154,  475, 65:02,  -58,  -59,    1
  155,  484, 65:02,  -57,  -57,    1
  156,  477, 65:02,  -57,  -57,    1
  157,  487, 65:02,  -57,  -57,    1
  158,  500, 65:02,  -61,  -59,    1
  159, 1418, 65:02,  -61,  -61,    1
  160,  515, 65:02,  -57,  -59,    1
  161,  448, 65:02,  -68,  -62,    1
  162, 1433, 65:02,  -67,  -67,    1
  163,  482, 65:02,  -57,  -62,    1
  164,  479, 65:02,  -57,  -57,    1
  165,  484, 65:02,  -57,  -57,    1
  166,  474, 65:02,  -68,  -62,    1
  167,  486, 65:02,  -57,  -62,    1
  168, 1451, 65:02,  -67,  -62,    1
  169,  464, 65:02,  -57,  -62,    1
  170,  480, 65:02,  -57,  -57,    1
  171,  482, 65:02,  -67,  -62,    1
  172,  484, 65:02,  -57,  -62,    1
  173,  958, 65:02,  -57,  -57,    1
  174,  475, 65:02,  -57,  -57,    1
  175,  981, 65:02,  -61,  -59,    1
  176,  941, 65:02,  -61,  -61,    1
  177,  479, 65:02,  -68,  -64,    1
  178,  485, 65:02,  -57,  -62,    1
  179,  477, 65:02,  -57,  -57,    1
  180,  483, 65:02,  -61,  -59,    1
  181,  470, 65:02,  -57,  -59,    1
  182,  994, 65:02,  -61,  -59,    1
  183,  457, 65:02,  -67,  -64,    1
  184,  957, 65:02,  -57,  -62,    1
  185,  505, 65:02,  -57,  -57,    1
  186,  457, 65:02,  -57,  -57,    1
  187,  480, 65:02,  -57,  -57,    1
  188,  480, 65:02,  -68,  -62,    1
  189,  484, 65:02,  -57,  -62,    1
  190,  492, 65:02,  -58,  -57,    1
  191,  459, 65:02,  -67,  -62,    1
  192,  505, 65:02,  -67,  -67,    1
  193,  456, 65:02,  -57,  -62,    1
  194,  958, 65:02,  -68,  -62,    1
  195,  508, 65:02,  -61,  -64,    1
  196,  463, 65:02,  -57,  -59,    1
  197,  471, 65:02,  -57,  -57,    1
  198,  487, 65:02,  -57,  -57,    1
  199,  475, 65:02,  -57,  -57,    1
  200,  480, 65:02,  -61,  -59,    1
  201,  475, 65:02,  -68,  -64,    1
  202,  970, 65:02,  -61,  -64,    1
  203,  492, 65:02,  -57,  -59,    1
  204,  466, 65:02,  -57,  -57,    1
  205,  472, 65:02,  -58,  -57,    1
  206,  483, 65:02,  -57,  -57,    1
  207,  476, 65:02,  -57,  -57,    1
  208,  972, 65:02,  -68,  -62,    1
  209,  468, 65:02,  -57,  -62,    1
  210,  968, 65:02,  -61,  -59,    1
  211,  954, 65:02,  -61,  -61,    1
  212,  499, 65:02,  -61,  -61,    1
  213,  486, 65:02,  -57,  -59,    1
  214,  461, 65:02,  -61,  -59,    1
  215,  475, 65:02,  -57,  -59,    1
  216,  487, 65:02,  -57,  -57,    1
  217,  477, 65:02,  -57,  -57,    1
  218,  984, 65:02,  -57,  -57,    1
  219,  463, 65:02,  -57,  -57,    1
  220,  952, 65:02,  -57,  -57,    1
  221,  511, 65:02,  -57,  -57,    1
  222,  449, 65:02,  -57,  -57,    1
  223,  508, 65:02,  -61,  -59,    1
  224,  457, 65:02,  -57,  -59,    1
  225,  498, 65:02,  -57,  -57,    1
  226,  458, 65:02,  -68,  -62,    1
  227,  480, 65:02,  -57,  -62,    1
  228,  502, 65:02,  -61,  -59,    1
  229,  454, 65:02,  -57,  -59,    1
  230,  483, 65:02,  -62,  -59,    1
  231,  502, 65:02,  -58,  -60,    1
  232,  456, 65:02,  -67,  -62,    1
  233,  480, 65:02,  -58,  -62,    1
  234,  483, 65:02,  -57,  -57,    1
  235,  511, 65:02,  -65,  -61,    1
  236,  486, 65:02,  -54,  -59,    1
  237,  442, 65:02,  -59,  -56,    1
  238,  475, 65:02,  -55,  -57,    1
  239,  511, 65:02,  -71,  -63,    1
  240,  932, 65:02,  -60,  -65,    1
  241,  956, 65:02,  -55,  -57,    1
  242,  510, 65:02,  -68,  -61,    1
  243,  484, 65:02,  -72,  -70,    1
  244,  449, 65:02,  -66,  -69,    1
  245,  478, 65:02,  -82,  -74,    1
  246,  506, 65:02,  -75,  -78,    1
  247,  461, 65:02,  -72,  -73,    1
  248,  480, 65:02,  -70,  -71,    1
  249,  496, 65:02,  -81,  -75,    1
  250,  494, 65:02,  -63,  -72,    1
  251,  479, 65:02,  -73,  -68,    1
  252,  452, 65:02,  -72,  -72,    1
  253,  473, 65:02,  -72,  -72,    1
  254,  482, 65:02,  -64,  -68,    1
  255,  982, 65:02,  -64,  -64,    1
  256,  940, 65:02,  -56,  -60,    1
  257,  955, 65:02,  -62,  -59,    1
  258,  485, 65:02,  -62,  -62,    1
  259, 2399, 65:02,  -67,  -64,    1
  260,  492, 65:02,  -76,  -71,    1
  261,  473, 65:02,  -81,  -78,    1
  262,  985, 65:02,  -81,  -81,    1
  263,  448, 65:02,  -75,  -78,    1
  264,  484, 65:02,  -80,  -77,    1
  265,  478, 65:02,  -72,  -76,    1
  266,  497, 65:02,  -82,  -77,    1
  267,  950, 65:02,  -74,  -78,    1
  268,  502, 65:02,  -77,  -75,    1
  269,  451, 65:02,  -84,  -80,    1
  270,  480, 65:02,  -79,  -81,    1
  271,  475, 65:02,  -84,  -81,    1
  272, 1448, 65:02,  -75,  -79,    1
  273,  486, 65:02,  -83,  -79,    1
  274,  471, 65:02,  -84,  -83,    1
  275,  482, 65:02,  -73,  -78,    1
  276,  477, 65:02,  -75,  -74,    1
  277,  480, 65:02,  -77,  -76,    1
  278,  478, 65:02,  -77,  -77,    1
  279,  483, 65:02,  -77,  -77,    1
  280,  955, 65:02,  -80,  -78,    1
  281,  482, 65:02,  -80,  -80,    1
  282,  487, 65:02,  -84,  -82,    1
  283,  952, 65:02,  -81,  -82,    1
  284,  486, 65:02,  -72,  -76,    1
  285,  501, 65:02,  -84,  -78,    1
  286, 1453, 65:02,  -76,  -80,    1
  287,  442, 65:02,  -72,  -74,    1
  288,  478, 65:02,  -72,  -72,    1
  289,  483, 65:02,  -81,  -76,    1
  290,  511, 65:02,  -81,  -81,    1
  291,  452, 65:02,  -71,  -76,    1
  292,  503, 65:02,  -85,  -78,    1
  293,  455, 65:02,  -81,  -83,    1
  294,  485, 65:02,  -84,  -82,    1
  295,  504, 65:02,  -75,  -79,    1
  296,  448, 65:02,  -79,  -77,    1
  297,  485, 65:02,  -80,  -79,    1
  298,  486, 65:02,  -79,  -79,    1
  299, 1431, 65:02,  -91,  -85,    1
  300,  482, 65:02,  -92,  -91,    1
  301,  478, 65:02,  -92,  -92,    1
  302,  482, 65:02,  -98,  -95,    1
  303, 1472, 65:02,  -88,  -93,    1
  304, 1887, 65:02,  -80,  -84,    1
  305,  993, 65:02,  -85,  -82,    1
  306,  946, 65:02,  -92,  -88,    1
  307,  464, 65:02,  -83,  -87,    1
  308,  477, 65:02,  -85,  -84,    1
  309,  475, 65:02,  -91,  -88,    1
  310,  481, 65:02,  -92,  -91,    1
  311,  488, 65:02,  -91,  -91,    1
  312, 1447, 65:02,  -84,  -87,    1
  313,  468, 65:02,  -84,  -84,    1
  314,  477, 65:02,  -87,  -85,    1
  315,  487, 65:02,  -88,  -87,    1
  316,  951, 65:02,  -84,  -86,    1
  317,  487, 65:02,  -86,  -85,    1
  318,  492, 65:02,  -86,  -86,    1
  319,  475, 65:02,  -86,  -86,    1
  320,  473, 65:02,  -87,  -86,    1
  321, 1436, 65:02,  -86,  -86,    1
  322, 1447, 65:02,  -79,  -82,    1
  323,  480, 65:02,  -99,  -89,    1
  324,  475, 65:02,  -87,  -93,    1
  325,  480, 65:02,  -87,  -87,    1
  326,  478, 65:02,  -82,  -84,    1
  327,  482, 65:02,  -76,  -79,    1
  328,  484, 65:02,  -78,  -77,    1
  329,  507, 65:02,  -75,  -76,    1
  330, 1404, 65:02,  -79,  -77,    1
  331,  485, 65:02,  -84,  -81,    2
  332,  502, 65:02,  -91,  -87,    2
  333,  458, 65:02,  -76,  -83,    2
  334,  486, 65:02,  -72,  -74,    2
  335,  476, 65:02,  -72,  -72,    2
  336,  478, 65:02,  -72,  -72,    2
  337,  492, 65:02,  -71,  -71,    2
  338,  482, 65:02,  -74,  -72,    2
  339,  469, 65:02,  -75,  -74,    2
  340,  473, 65:02,  -73,  -74,    2
  341,  481, 65:02,  -75,  -74,    2
  342,  483, 65:02,  -79,  -77,    2
  343,  496, 65:02, -100,  -89,    2
  344, 1425, 65:02,  -98,  -99,    2
  345,  477, 65:02,  -96,  -97,    2
  346,  489, 65:02,  -91,  -93,    2
  347,  471, 65:02, -103,  -97,    2
  348,  484, 65:02,  -90,  -96,    2
  349, 2401, 65:02, -102,  -96,    2
  350, 1916, 65:02,  -99, -100,    2
  351, 2403, 65:02,  -97,  -98,    2
  352, 4313, 65:02, -100,  -98,    2
  353, 2408, 65:02, -100, -100,    2
  354, 3838, 65:02, -102, -101,    2
  355,  479, 65:02,  -99, -100,    2
  356, 5097, xx:xx, -120, -120,    2
  357, 1626, 65:02, -101, -110,    2
  358, 2399, 65:02,  -98,  -99,    2
  359, 4325, 65:02, -100,  -99,    2
  360,  957, 65:02, -104, -102,    2
  361, 5100, xx:xx, -120, -120,    2
  362, 2091, 65:02,  -94, -107,    2
  363,  965, 65:02,  -90,  -92,    2
  364, 3361, 65:02,  -92,  -91,    2
  365, 1925, 65:02, -101,  -96,    2
  366,  956, 65:02, -101, -101,    2
  367, 1936, 65:02,  -94,  -97,    2
  368, 2382, 65:02,  -97,  -95,    2
  369,  484, 65:02, -100,  -98,    2
  370,  964, 65:02,  -93,  -96,    2
  371,  952, 65:02,  -89,  -91,    2
  372,  486, 65:02,  -95,  -92,    2
  373, 2393, 65:02,  -94,  -94,    2
  374,  962, 65:02,  -96,  -95,    2
  375,  968, 65:02,  -99,  -97,    2
  376, 5117, xx:xx, -120, -120,    2
  377, 4474, 65:02, -101, -110,    2
  378, 5103, xx:xx, -120, -120,    2
  379,  183, 65:02, -100, -110,    2
  380, 3382, 65:02,  -99,  -99,    2
  381, 2371, 65:02, -103, -101,    2
  382, 5184, xx:xx, -120, -120,    2
  383, 4446, 65:02, -101, -110,    2
  384,  478, 65:02, -102, -101,    3
  385, 3337, 65:02,  -96,  -99,    3
  386,  477, 65:02,  -99,  -97,    3
  387,  479, 65:02,  -98,  -98,    3
  388, 2406, 65:02, -101,  -99,    3
  389,  477, 65:02, -101, -101,    3
  390, 4801, 65:02,  -95,  -98,    3
  391,  956, 65:02, -104,  -99,    3
  392,  480, 65:02,  -94,  -99,    3
  393,  501, 65:02,  -94,  -94,    3
  394, 3344, 65:02,  -96,  -95,    3
  395, 2416, 65:02,  -92,  -94,    3
  396,  459, 65:02,  -95,  -93,    3
  397, 2403, 65:02,  -98,  -96,    3
  398,  963, 65:02,  -97,  -97,    3
  399,  961, 65:02, -100,  -98,    3
  400, 2401, 65:02,  -93,  -96,    3
  401,  477, 65:02,  -96,  -94,    3
  402, 2414, 65:02,  -97,  -96,    3
  403, 1907, 65:02, -103, -100,    3
  404, 2401, 65:02,  -93,  -98,    3
  405, 4316, 65:02, -101,  -97,    3
  406, 5106, xx:xx, -120, -120,    3
  407, 3052, 65:02, -100, -110,    3
  408,  959, 65:02,  -99,  -99,    3
  409, 5112, xx:xx, -120, -120,    3
  410,  651, 65:02, -102, -111,    3
  411, 2401, 65:02,  -99, -100,    3
  412, 5109, xx:xx, -120, -120,    3
  413, 2090, 65:02,  -95, -107,    3
  414,  484, 65:02,  -99,  -97,    3
  415, 4319, 65:02,  -95,  -97,    3
  416, 5105, xx:xx, -120, -120,    3
  417,  651, 65:02,  -93, -106,    3
  418,  481, 65:02,  -98,  -95,    3
  419, 1446, 65:02, -101,  -99,    3
  420,  956, 65:02,  -96,  -98,    4
  421, 2414, 65:02, -102,  -99,    4
  422,  947, 65:02,  -99, -100,    4
  423,  980, 65:02,  -99,  -99,    4
  424, 2390, 65:02, -101, -100,    4
  425,  469, 65:02,  -93,  -97,    4
  426, 4324, 65:02,  -94,  -93,    4
  427,  479, 65:02, -101,  -97,    4
  428, 2398, 65:02,  -98,  -99,    4
  429, 2879, 65:02, -103, -100,    4
  430, 1924, 65:02,  -98, -100,    4
  431, 5095, xx:xx, -120, -120,    4
  432, 1142, 65:02, -102, -111,    4
  433, 5097, xx:xx, -120, -120,    4
  434, 4025, 65:02, -105, -112,    4
  435, 3841, 65:02, -105, -105,    4
  436, 4316, 65:02,  -99, -102,    4
  437, 4806, 65:02, -104, -101,    4
  438,  951, 65:02, -100, -102,    4
  439, 5092, xx:xx, -120, -120,    4
  440,  201, 65:02,  -94, -107,    4
  441,  955, 65:02, -103,  -98,    4
  442,  488, 65:02, -102, -102,    4
  443,  955, 65:02,  -93,  -97,    4
  444, 5098, xx:xx, -120, -120,    4
  445, 5098, xx:xx, -120, -120,    4
  446, 5096, xx:xx, -120, -120,    4
  447, 5093, xx:xx, -120, -120,    4
  448, 5097, xx:xx, -120, -120,    4
  449, 1388, 65:02, -102, -111,    4
  450, 1921, 65:02, -103, -102,    5
  451,  481, 65:02,  -95,  -99,    5
  452, 4800, 65:02,  -99,  -97,    5
  453, 2407, 65:02,  -99,  -99,    5
  454, 4795, 65:02,  -97,  -98,    5
  455,  480, 65:02,  -95,  -96,    5
  456, 2402, 65:02, -102,  -98,    5
  457, 5116, xx:xx, -120, -120,    5
  458,  165, 65:02, -100, -110,    5
  459, 3839, 65:02,  -89,  -94,    5
  460, 1929, 65:02, -100,  -94,    5
  461, 2397, 65:02, -101, -100,    5
  462, 4793, 65:02,  -98,  -99,    5
  463, 2408, 65:02,  -96,  -97,    5
  464, 5110, xx:xx, -120, -120,    5
  465, 5113, xx:xx, -120, -120,    5
  466, 5169, xx:xx, -120, -120,    5
  467, 5107, xx:xx, -120, -120,    5
  468, 5098, xx:xx, -120, -120,    5
  469, 5102, xx:xx, -120, -120,    5
  470, 5100, xx:xx, -120, -120,    5
  471,  674, 65:02,  -99, -109,    6
  472,  482, 65:02, -102, -100,    6
  473, 3844, 65:02, -101, -101,    6
  474, 1916, 65:02,  -99, -100,    6
  475,  476, 65:02,  -92,  -95,    6
  476, 2900, 65:02,  -93,  -92,    6
  477, 2858, 65:02,  -97,  -95,    6
  478,  967, 65:02,  -99,  -98,    6
  479,  961, 65:02,  -93,  -96,    6
  480,  480, 65:02,  -89,  -91,    6
  481, 2882, 65:02, -103,  -96,    6
  482, 1914, 65:02,  -97, -100,    6
  483, 1441, 65:02, -100,  -98,    6
  484, 5104, xx:xx, -120, -120,    6
  485, 1144, 65:02,  -96, -108,    6
  486, 2388, 65:02, -100,  -98,    6
  487, 3361, 65:02, -102, -101,    6
  488, 1930, 65:02, -100, -101,    6
  489, 5102, xx:xx, -120, -120,    6
  490, 1136, 65:02,  -97, -108,    6
  491,  964, 65:02, -101,  -99,    6
  492,  952, 65:02, -102, -101,    6
  493,  476, 65:02, -103, -102,    6
  494, 2903, 65:02,  -99, -101,    6
  495, 4298, 65:02,  -99,  -99,    6
  496,  477, 65:02,  -99,  -99,    6
  497, 5106, xx:xx, -120, -120,    6
  498,  193, 65:02, -102, -111,    6
  499, 1918, 65:02,  -99, -100,    6
  500, 3346, 65:02,  -97,  -98,    6
  501,  962, 65:02,  -97,  -97,    6
  502,  963, 65:02,  -95,  -96,    6
  503, 3833, 65:02,  -91,  -93,    6
  504, 1927, 65:02,  -93,  -92,    6
  505, 1920, 65:02,  -87,  -90,    7
  506,  481, 65:02,  -89,  -88,    7
  507,  475, 65:02, -102,  -95,    7
  508, 3363, 65:02,  -97,  -99,    7
  509, 1443, 65:02, -104, -100,    7
  510, 1915, 65:02,  -97, -100,    7
  511,  484, 65:02,  -97,  -97,    7
  512, 5120, xx:xx, -120, -120,    7
  513, 2083, 65:02, -102, -111,    7
  514, 5106, xx:xx, -120, -120,    7
  515, 2095, 65:02,  -96, -108,    7
  516, 5120, xx:xx, -120, -120,    7
  517, 1125, 65:02, -101, -110,    7
  518, 1430, 65:02, -101, -101,    7
  519, 5113, xx:xx, -120, -120,    7
  520, 5110, xx:xx, -120, -120,    7
  521, 1777, 65:02, -102, -111,    7
  522,  508, 65:02,  -99, -100,    7
  523,  450, 65:02,  -95,  -97,    7
  524, 1438, 65:02,  -99,  -97,    7
  525,  510, 65:02, -100,  -99,    8
  526,  458, 65:02,  -96,  -98,    8
  527, 2870, 65:02,  -96,  -96,    8
  528, 1921, 65:02,  -98,  -97,    8
  529,  483, 65:02,  -96,  -97,    8
  530, 2875, 65:02,  -93,  -94,    8
  531,  487, 65:02, -100,  -96,    8
  532, 1925, 65:02,  -95,  -97,    8
  533,  467, 65:02,  -97,  -96,    8
  534, 1927, 65:02,  -90,  -93,    8
  535,  477, 65:02,  -94,  -92,    8
  536, 3845, 65:02,  -97,  -95,    8
  537,  471, 65:02, -102,  -99,    8
  538, 2881, 65:02,  -97,  -99,    8
  539, 5096, xx:xx, -120, -120,    8
  540, 5090, xx:xx, -120, -120,    8
  541, 5094, xx:xx, -120, -120,    8
  542, 5107, xx:xx, -120, -120,    8
  543, 1212, 65:02,  -97, -108,    8
  544, 5091, xx:xx, -120, -120,    8
  545, 5016, 65:02,  -99, -109,    9
  546, 3817, 65:02, -101, -100,    9
  547,  485, 65:02,  -99, -100,    9
  548,  471, 65:02,  -98,  -98,    9
  549,  490, 65:02,  -90,  -94,    9
  550, 3841, 65:02,  -98,  -94,    9
  551,  951, 65:02, -100,  -99,    9
  552, 2881, 65:02,  -92,  -96,    9
  553,  963, 65:02,  -92,  -92,    9
  554, 1437, 65:02,  -97,  -94,    9
  555, 2883, 65:02,  -95,  -96,    9
  556,  476, 65:02,  -96,  -95,    9
  557, 2412, 65:02,  -96,  -96,    9
  558, 1909, 65:02,  -97,  -96,    9
  559, 2885, 65:02,  -99,  -98,    9
  560, 5095, xx:xx, -120, -120,    9
  561, 2584, 65:02,  -96, -108,    9
  562, 5095, xx:xx, -120, -120,    9
  563, 4027, 65:02, -100, -110,    9
  564, 4802, 65:02, -101, -100,    9
  565, 2877, 65:02, -103, -102,    9
  566, 5103, xx:xx, -120, -120,    9
  567, 5098, xx:xx, -120, -120,    9
  568, 1313, 65:02, -100, -110,    9
  569,  485, 65:02,  -96,  -98,   10
  570,  483, 65:02,  -97,  -96,   10
  571, 2397, 65:02, -101,  -99,   10
  572,  479, 65:02,  -94,  -97,   10
  573, 1444, 65:02, -102,  -98,   10
  574,  476, 65:02,  -99, -100,   10
  575, 3364, 65:02,  -86,  -92,   10
  576, 1924, 65:02,  -97,  -91,   10
  577,  953, 65:02,  -91,  -94,   10
  578,  954, 65:02,  -92,  -91,   10
  579, 3368, 65:02,  -93,  -92,   10
  580, 1918, 65:02,  -93,  -93,   10
  581, 5100, xx:xx, -120, -120,   10
  582, 5101, xx:xx, -120, -120,   10
  583, 5105, xx:xx, -120, -120,   10
  584, 5105, xx:xx, -120, -120,   10
  585, 2646, 65:02, -103, -111,   10
  586,  943, 65:02, -102, -102,   10
  587, 5130, xx:xx, -120, -120,   10
  588,  149, 65:02, -100, -110,   10
  589, 2401, 65:02, -100, -100,   11
  590, 4808, 65:02,  -97,  -98,   11
  591, 1918, 65:02,  -98,  -97,   11
  592,  959, 65:02,  -96,  -97,   11
  593, 2873, 65:02,  -99,  -97,   11
  594, 2407, 65:02,  -95,  -97,   11
  595,  476, 65:02,  -98,  -96,   11
  596, 3368, 65:02,  -91,  -94,   11
  597, 1929, 65:02,  -91,  -91,   11
  598, 2872, 65:02, -101,  -96,   11
  599, 1928, 65:02, -102, -101,   11
  600, 2385, 65:02,  -98, -100,   11
  601, 5105, xx:xx, -120, -120,   11
  602, 4972, 65:02,  -96, -108,   11
  603, 2900, 65:02, -100,  -98,   11
  604, 5106, xx:xx, -120, -120,   11
  605, 1114, 65:02, -104, -112,   11
  606, 5173, xx:xx, -120, -120,   11
  607, 5121, xx:xx, -120, -120,   11
  608, 5104, xx:xx, -120, -120,   11
  609, 4767, 65:02,  -96, -108,   11
  610, 2899, 65:02,  -96,  -96,   11
  611, 1903, 65:02, -101,  -98,   11
  612,  476, 65:02,  -89,  -95,   11
  613,  960, 65:02,  -93,  -91,   12
  614, 2400, 65:02,  -86,  -89,   12
  615, 4795, 65:02,  -91,  -88,   12
  616, 2407, 65:02,  -97,  -94,   12
  617, 2395, 65:02,  -96,  -96,   12
  618, 1444, 65:02, -100,  -98,   12
  619, 4825, 65:02, -104, -102,   12
  620, 3351, 65:02,  -98, -101,   12
  621, 5106, xx:xx, -120, -120,   12
  622, 5108, xx:xx, -120, -120,   12
  623, 1308, 65:02,  -98, -109,   12
  624, 2387, 65:02, -101,  -99,   12
  625, 5124, xx:xx, -120, -120,   12
  626, 2074, 65:02, -104, -112,   12
  627, 5113, xx:xx, -120, -120,   12
  628, 2579, 65:02, -101, -110,   12
  629, 2877, 65:02,  -93,  -97,   12
  630, 2389, 65:02, -101,  -97,   12
  631, 5133, xx:xx, -120, -120,   12
  632,  142, 65:02,  -96, -108,   12
  633, 5115, xx:xx, -120, -120,   12
