   id, time,  addr, rssi,  ave, lane
 1221, 3374, 65:02,  -90,  -95,   10
 1222,  462, 65:02,  -86,  -88,   10
 1223, 1923, 65:02,  -99,  -92,   10
 1224, 2402, 65:02,  -95,  -97,   10
 1225,  958, 65:02,  -97,  -96,   10
 1226,  498, 65:02,  -93,  -95,   10
 1227, 5089, xx:xx, -120, -120,   10
 1228, 2096, 65:02, -100, -110,   10
 1229, 5093, xx:xx, -120, -120,   10
 1230, 1627, 65:02,  -99, -109,   10
 1231, 2877, 65:02,  -95,  -97,   10
 1232, 5093, xx:xx, -120, -120,   10
 1233, 5094, xx:xx, -120, -120,   10
 1234, 5089, xx:xx, -120, -120,   10
 1235, 5142, xx:xx, -120, -120,   10
 1236, 3584, 65:02, -100, -110,   10
 1237, 3368, 65:02, -103, -101,   10
 1238, 2901, 65:02,  -95,  -99,   10
 1239, 1416, 65:02, -100,  -97,   11
 1240, 3356, 65:02,  -91,  -95,   11
 1241,  967, 65:02,  -91,  -91,   11
 1242, 3839, 65:02,  -94,  -92,   11
 1243,  476, 65:02,  -92,  -93,   11
 1244,  481, 65:02,  -94,  -93,   11
 1245, 5097, xx:xx, -120, -120,   11
 1246, 2098, 65:02,  -97, -108,   11
 1247, 2401, 65:02,  -97,  -97,   11
 1248, 5097, xx:xx, -120, -120,   11
 1249, 3543, 65:02,  -95, -107,   11
 1250, 5149, xx:xx, -120, -120,   11
 1251, 5093, xx:xx, -120, -120,   11
 1252, 5097, xx:xx, -120, -120,   11
 1253, 5095, xx:xx, -120, -120,   11
 1254, 4524, 65:02, -101, -110,   11
 1255, 2886, 65:02,  -94,  -97,   11
 1256, 2399, 65:02,  -97,  -95,   11
 1257,  964, 65:02,  -97,  -97,   12
 1258, 2395, 65:02, -100,  -98,   12
 1259, 3358, 65:02, -101, -100,   12
 1260, 2399, 65:02,  -90,  -95,   12
 1261,  484, 65:02,  -91,  -90,   12
 1262, 3835, 65:02, -101,  -96,   12
 1263,  481, 65:02,  -96,  -98,   12
 1264, 1441, 65:02,  -99,  -97,   12
 1265,  959, 65:02,  -99,  -99,   12
 1266, 3842, 65:02,  -98,  -98,   12
 1267, 2876, 65:02,  -96,  -97,   12
 1268,  485, 65:02,  -98,  -97,   12
 1269, 5114, xx:xx, -120, -120,   12
 1270,  165, 65:02,  -97, -108,   12
 1271, 5102, xx:xx, -120, -120,   12
 1272, 5112, xx:xx, -120, -120,   12
 1273, 5100, xx:xx, -120, -120,   12
 1274, 3889, 65:02, -102, -111,   12
 1275, 4802, 65:02,  -98, -100,   12
 1276, 2879, 65:02,  -96,  -97,   12
 1277, 3359, 65:02,  -96,  -96,   12
 1278, 3363, 65:02,  -87,  -91,   12
 1279,  480, 65:02,  -92,  -89,   12
 1280,  477, 65:02,  -91,  -91,   12
 1281,  480, 65:02,  -89,  -90,   13
 1282,  482, 65:02,  -90,  -89,   13
 1283,  969, 65:02,  -83,  -86,   13
 1284,  965, 65:02,  -89,  -86,   13
 1285,  487, 65:02,  -78,  -83,   13
 1286,  467, 65:02,  -80,  -79,   13
 1287,  466, 65:02,  -72,  -76,   13
 1288,  483, 65:02,  -72,  -72,   13
 1289,  481, 65:02,  -63,  -67,   13
 1290,  489, 65:02,  -63,  -63,   13
 1291,  475, 65:02,  -62,  -62,   13
 1292,  474, 65:02,  -63,  -62,   13
 1293,  501, 65:02,  -63,  -63,   13
 1294,  946, 65:02,  -68,  -65,   13
 1295,  474, 65:02,  -72,  -70,   13
 1296,  486, 65:02,  -72,  -72,   13
 1297,  492, 65:02,  -74,  -73,   13
 1298,  469, 65:02,  -87,  -80,   13
 1299,  959, 65:02,  -87,  -87,   13
 1300, 1435, 65:02,  -85,  -86,   13
 1301,  485, 65:02,  -88,  -86,   13
 1302,  478, 65:02,  -86,  -87,   13
 1303,  482, 65:02,  -85,  -85,   13
 1304,  476, 65:02,  -89,  -87,   13
 1305,  475, 65:02,  -85,  -87,   13
 1306, 1446, 65:02,  -86,  -85,   13
 1307,  473, 65:02,  -91,  -88,   13
 1308,  965, 65:02,  -86,  -88,   13
 1309,  959, 65:02,  -85,  -85,   13
 1310,  481, 65:02,  -84,  -84,   13
 1311,  496, 65:02,  -93,  -88,   13
 1312,  937, 65:02,  -95,  -94,   13
 1313,  968, 65:02,  -84,  -89,   13
 1314,  500, 65:02,  -81,  -82,   13
 1315, 1902, 65:02,  -96,  -88,   13
 1316,  480, 65:02,  -90,  -93,   13
 1317,  473, 65:02,  -99,  -94,   13
 1318,  483, 65:02,  -88,  -93,   13
 1319,  476, 65:02,  -86,  -87,   13
 1320,  480, 65:02,  -95,  -90,   13
 1321,  962, 65:02,  -90,  -92,   13
 1322,  484, 65:02,  -86,  -88,   13
 1323,  483, 65:02,  -89,  -87,   13
 1324,  482, 65:02,  -86,  -87,   13
 1325,  477, 65:02,  -96,  -91,   13
 1326,  475, 65:02,  -87,  -91,   13
 1327,  486, 65:02,  -86,  -86,   13
 1328,  469, 65:02,  -87,  -86,   13
 1329,  488, 65:02,  -79,  -83,   13
 1330,  475, 65:02,  -91,  -85,   13
 1331,  482, 65:02,  -87,  -89,   13
 1332,  479, 65:02,  -90,  -88,   13
 1333,  481, 65:02,  -87,  -88,   13
 1334,  482, 65:02,  -87,  -87,   13
 1335,  481, 65:02,  -80,  -83,   13
 1336,  474, 65:02,  -81,  -80,   13
 1337,  479, 65:02,  -82,  -81,   13
 1338,  969, 65:02,  -77,  -79,   13
 1339,  509, 65:02,  -76,  -76,   13
 1340,  446, 65:02,  -71,  -73,   13
 1341,  478, 65:02,  -72,  -71,   13
 1342,  491, 65:02,  -74,  -73,   13
 1343,  468, 65:02,  -78,  -76,   13
 1344,  510, 65:02,  -79,  -78,   13
 1345,  458, 65:02,  -76,  -77,   13
 1346,  476, 65:02,  -76,  -76,   14
 1347,  479, 65:02,  -73,  -74,   14
 1348,  479, 65:02,  -70,  -71,   14
 1349,  494, 65:02,  -71,  -70,   14
 1350,  483, 65:02,  -77,  -74,   14
 1351,  461, 65:02,  -75,  -76,   14
 1352,  485, 65:02,  -80,  -77,   14
 1353,  494, 65:02,  -78,  -79,   14
 1354,  468, 65:02,  -77,  -77,   14
 1355,  477, 65:02,  -80,  -78,   14
 1356,  479, 65:02,  -81,  -80,   14
 1357,  484, 65:02,  -75,  -78,   14
 1358,  481, 65:02,  -72,  -73,   14
 1359,  476, 65:02,  -73,  -72,   14
 1360,  490, 65:02,  -72,  -72,   14
 1361,  470, 65:02,  -75,  -73,   14
 1362,  482, 65:02,  -72,  -73,   14
 1363,  955, 65:02,  -79,  -75,   14
 1364,  482, 65:02,  -74,  -76,   14
 1365,  483, 65:02,  -85,  -79,   14
 1366,  496, 65:02,  -87,  -86,   14
 1367,  939, 65:02,  -85,  -86,   14
 1368, 1447, 65:02,  -85,  -85,   14
 1369,  955, 65:02,  -90,  -87,   14
 1370,  479, 65:02,  -84,  -87,   14
 1371,  482, 65:02,  -93,  -88,   14
 1372,  473, 65:02,  -96,  -94,   14
 1373,  483, 65:02,  -84,  -90,   14
 1374,  494, 65:02,  -81,  -82,   14
 1375,  472, 65:02,  -85,  -83,   14
 1376,  479, 65:02,  -89,  -87,   14
 1377,  511, 65:02,  -85,  -87,   14
 1378,  447, 65:02,  -95,  -90,   14
 1379,  473, 65:02,  -87,  -91,   14
 1380,  964, 65:02,  -96,  -91,   14
 1381,  484, 65:02,  -85,  -90,   14
 1382,  485, 65:02,  -87,  -86,   14
 1383,  481, 65:02,  -88,  -87,   14
 1384, 1437, 65:02,  -96,  -92,   14
 1385,  495, 65:02,  -83,  -89,   14
 1386,  459, 65:02,  -88,  -85,   14
 1387,  493, 65:02,  -88,  -88,   14
 1388,  466, 65:02,  -86,  -87,   14
 1389,  495, 65:02,  -84,  -85,   14
 1390,  464, 65:02,  -84,  -84,   14
 1391,  477, 65:02,  -80,  -82,   14
 1392,  482, 65:02,  -82,  -81,   14
 1393,  970, 65:02,  -87,  -84,   14
 1394,  478, 65:02,  -86,  -86,   14
 1395,  954, 65:02,  -85,  -85,   14
 1396,  963, 65:02,  -87,  -86,   14
 1397,  958, 65:02,  -83,  -85,   14
 1398,  493, 65:02,  -92,  -87,   14
 1399,  472, 65:02,  -91,  -91,   14
 1400,  473, 65:02,  -82,  -86,   14
 1401,  488, 65:02,  -89,  -85,   14
 1402,  471, 65:02,  -94,  -91,   14
 1403,  501, 65:02,  -86,  -90,   14
 1404,  970, 65:02,  -92,  -89,   14
 1405,  459, 65:02,  -87,  -89,   14
 1406,  955, 65:02,  -89,  -88,   14
 1407, 1445, 65:02,  -96,  -92,   14
 1408,  985, 65:02,  -84,  -90,   14
 1409,  454, 65:02,  -92,  -88,   14
 1410,  474, 65:02,  -90,  -91,   14
 1411,  478, 65:02,  -94,  -92,   14
 1412,  970, 65:02,  -92,  -93,   14
 1413, 1436, 65:02,  -94,  -93,   14
 1414,  478, 65:02,  -93,  -93,   14
 1415,  475, 65:02,  -91,  -92,   14
 1416,  491, 65:02,  -92,  -91,   14
 1417,  502, 65:02,  -89,  -90,   14
 1418,  451, 65:02,  -94,  -91,   14
 1419,  487, 65:02,  -93,  -93,   14
 1420,  475, 65:02,  -87,  -90,   14
 1421,  487, 65:02,  -93,  -90,   14
 1422, 1429, 65:02,  -96,  -94,   14
 1423,  959, 65:02,  -91,  -93,   14
 1424,  482, 65:02,  -90,  -90,   14
 1425,  483, 65:02,  -91,  -90,   14
 1426,  482, 65:02,  -87,  -89,   14
 1427,  955, 65:02,  -87,  -87,   14
 1428,  488, 65:02,  -85,  -86,   14
 1429,  513, 65:02,  -91,  -88,   14
 1430,  471, 65:02,  -97,  -94,   14
 1431,  461, 65:02,  -88,  -92,   14
 1432,  474, 65:02,  -85,  -86,   14
 1433,  472, 65:02,  -96,  -90,   14
 1434, 1443, 65:02,  -99,  -97,   14
 1435,  486, 65:02,  -92,  -95,   14
 1436,  478, 65:02,  -89,  -90,   14
 1437,  481, 65:02,  -97,  -93,   14
 1438,  472, 65:02,  -86,  -91,   14
 1439,  484, 65:02,  -91,  -88,   14
 1440,  476, 65:02,  -88,  -89,   14
 1441,  964, 65:02,  -90,  -89,   14
 1442,  477, 65:02,  -89,  -89,   14
 1443,  486, 65:02,  -94,  -91,   14
 1444,  954, 65:02,  -92,  -93,   14
 1445,  489, 65:02,  -85,  -88,   14
 1446,  479, 65:02,  -92,  -88,   14
 1447,  477, 65:02,  -87,  -89,   14
 1448,  954, 65:02,  -88,  -87,   14
 1449,  482, 65:02,  -92,  -90,   14
 1450,  960, 65:02,  -89,  -90,   14
 1451,  481, 65:02,  -93,  -91,   14
 1452,  476, 65:02,  -90,  -91,   14
 1453,  490, 65:02,  -91,  -90,   14
 1454,  960, 65:02,  -87,  -89,   14
 1455,  478, 65:02,  -91,  -89,   14
 1456,  519, 65:02,  -87,  -89,   14
 1457,  942, 65:02,  -89,  -88,   14
 1458,  464, 65:02,  -88,  -88,   14
 1459,  508, 65:02,  -92,  -90,   14
 1460,  441, 65:02,  -98,  -95,   14
 1461,  488, 65:02,  -93,  -95,   14
 1462,  476, 65:02,  -85,  -89,   14
 1463,  963, 65:02,  -94,  -89,   14
 1464,  478, 65:02,  -93,  -93,   14
 1465,  486, 65:02,  -87,  -90,   14
 1466,  469, 65:02,  -84,  -85,   14
 1467,  488, 65:02,  -95,  -89,   14
 1468,  486, 65:02,  -94,  -94,   14
 1469,  494, 65:02,  -82,  -88,   14
 1470,  455, 65:02,  -91,  -86,   14
 1471, 1917, 65:02,  -85,  -88,   14
 1472,  961, 65:02,  -92,  -88,   14
 1473, 1453, 65:02,  -89,  -90,   14
 1474,  947, 65:02,  -95,  -92,   14
 1475,  482, 65:02,  -89,  -92,   14
 1476,  481, 65:02,  -94,  -91,   14
 1477,  476, 65:02,  -95,  -94,   14
 1478,  480, 65:02,  -84,  -89,   14
 1479,  960, 65:02,  -91,  -87,   14
 1480,  481, 65:02,  -86,  -88,   14
 1481,  481, 65:02,  -79,  -82,   14
 1482,  484, 65:02,  -88,  -83,   14
 1483,  473, 65:02,  -82,  -85,   14
 1484,  497, 65:02,  -91,  -86,   14
 1485,  472, 65:02,  -84,  -87,   14
 1486,  955, 65:02,  -85,  -84,   14
 1487,  494, 65:02,  -87,  -86,   14
 1488, 1457, 65:02,  -95,  -91,   14
 1489,  447, 65:02,  -94,  -94,   14
 1490,  486, 65:02,  -93,  -93,   14
 1491,  955, 65:02,  -79,  -86,   14
 1492,  487, 65:02,  -83,  -81,   14
 1493,  496, 65:02,  -87,  -85,   14
 1494,  482, 65:02,  -88,  -87,   14
 1495,  496, 65:02,  -85,  -86,   14
 1496,  437, 65:02,  -86,  -85,   14
 1497,  478, 65:02,  -85,  -85,   14
 1498,  482, 65:02,  -84,  -84,   14
 1499,  482, 65:02,  -93,  -88,   14
 1500,  479, 65:02,  -87,  -90,   14
 1501,  482, 65:02,  -89,  -88,   14
 1502,  476, 65:02,  -85,  -87,   14
 1503,  487, 65:02,  -89,  -87,   14
 1504,  476, 65:02,  -89,  -89,   14
 1505,  499, 65:02, -100,  -94,   14
 1506,  465, 65:02,  -80,  -90,   14
 1507,  487, 65:02,  -96,  -88,   14
 1508,  470, 65:02,  -88,  -92,   14
 1509,  478, 65:02,  -84,  -86,   14
 1510,  507, 65:02,  -87,  -85,   14
 1511,  932, 65:02,  -91,  -89,   14
 1512,  481, 65:02,  -89,  -90,   14
 1513,  511, 65:02,  -86,  -87,   14
 1514,  451, 65:02,  -99,  -92,   14
 1515,  475, 65:02,  -89,  -94,   14
 1516,  485, 65:02,  -66,  -77,   14
 1517,  481, 65:02,  -58,  -62,   14
 1518,  474, 65:02,  -63,  -60,   14
 1519,  480, 65:02,  -57,  -60,   14
 1520,  516, 65:02,  -65,  -61,   14
 1521,  451, 65:02,  -66,  -65,   14
 1522,  957, 65:02,  -54,  -60,   14
 1523,  485, 65:02,  -55,  -54,   14
 1524,  472, 65:02,  -62,  -58,   14
 1525,  484, 65:02,  -58,  -60,   14
 1526,  475, 65:02,  -59,  -58,   14
 1527,  483, 65:02,  -56,  -57,   14
 1528,  480, 65:02,  -60,  -58,   14
 1529,  962, 65:02,  -63,  -61,   14
 1530,  482, 65:02,  -82,  -72,   14
 1531,  474, 65:02,  -57,  -69,   14
 1532,  487, 65:02,  -56,  -56,   14
 1533,  471, 65:02,  -64,  -60,   14
 1534,  490, 65:02,  -64,  -64,   14
 1535,  484, 65:02,  -61,  -62,   14
 1536,  475, 65:02,  -63,  -62,   14
 1537,  504, 65:02,  -62,  -62,   14
 1538,  930, 65:02,  -62,  -62,   14
 1539,  966, 65:02,  -62,  -62,   14
 1540,  474, 65:02,  -63,  -62,   14
 1541,  480, 65:02,  -65,  -64,   14
 1542,  480, 65:02,  -62,  -63,   14
 1543,  479, 65:02,  -65,  -63,   14
 1544,  516, 65:02,  -63,  -64,   14
 1545,  454, 65:02,  -62,  -62,   14
 1546,  480, 65:02,  -63,  -62,   14
 1547,  484, 65:02,  -58,  -60,   14
 1548,  463, 65:02,  -59,  -58,   14
 1549,  966, 65:02,  -58,  -58,   14
 1550,  480, 65:02,  -60,  -59,   14
 1551,  479, 65:02,  -58,  -59,   14
 1552,  478, 65:02,  -58,  -58,   14
 1553,  486, 65:02,  -58,  -58,   14
 1554,  474, 65:02,  -60,  -59,   14
 1555,  487, 65:02,  -58,  -59,   14
 1556,  477, 65:02,  -57,  -57,   14
 1557,  483, 65:02,  -58,  -57,   14
