   id, time,  addr, rssi,  ave, lane
   63,  482, 65:02,  -61,  -61,    0
   64,  485, 65:02,  -61,  -61,    0
   65,  958, 65:02,  -70,  -65,    0
   66,  481, 65:02,  -68,  -69,    0
   67,  475, 65:02,  -64,  -66,    0
   68,  507, 65:02,  -61,  -62,    0
   69,  455, 65:02,  -70,  -65,    0
   70,  493, 65:02,  -61,  -65,    0
   71,  494, 65:02,  -70,  -65,    0
   72,  457, 65:02,  -60,  -65,    0
   73,  475, 65:02,  -62,  -61,    0
   74,  967, 65:02,  -67,  -64,    0
   75,  474, 65:02,  -60,  -63,    0
   76,  484, 65:02,  -61,  -60,    0
   77,  960, 65:02,  -65,  -63,    0
   78,  988, 65:02,  -61,  -63,    0
   79,  451, 65:02,  -67,  -64,    0
   80,  493, 65:02,  -67,  -67,    0
   81,  468, 65:02,  -73,  -70,    0
   82,  480, 65:02,  -69,  -71,    0
   83,  479, 65:02,  -68,  -68,    0
   84,  479, 65:02,  -58,  -63,    0
   85,  477, 65:02,  -54,  -56,    0
   86,  486, 65:02,  -59,  -56,    0
   87, 3105, xx:xx, -120,  -89,    0
   88, 3105, xx:xx, -120, -120,    0
   89, 3104, xx:xx, -120, -120,    0
   90, 3107, xx:xx, -120, -120,    0
   91, 3104, xx:xx, -120, -120,    0
   92, 3107, xx:xx, -120, -120,    0
   93, 3106, xx:xx, -120, -120,    0
   94, 3110, xx:xx, -120, -120,    0
   95, 3179, xx:xx, -120, -120,    0
   96, 3131, xx:xx, -120, -120,    0
   97, 3103, xx:xx, -120, -120,    0
   98, 3106, xx:xx, -120, -120,    0
   99, 3107, xx:xx, -120, -120,    0
  100, 3109, xx:xx, -120, -120,    0
  101, 3107, xx:xx, -120, -120,    0
  102, 3110, xx:xx, -120, -120,    0
  103, 3105, xx:xx, -120, -120,    0
  104, 3106, xx:xx, -120, -120,    0
  105, 3110, xx:xx, -120, -120,    0
  106, 3115, xx:xx, -120, -120,    0
  107, 3110, xx:xx, -120, -120,    0
  108, 3131, xx:xx, -120, -120,    0
  109,  610, 65:02,  -62,  -91,    0
  110,  488, 65:02,  -62,  -62,    0
  111,  479, 65:02,  -62,  -62,    0
  112,  480, 65:02,  -63,  -62,    0
  113,  480, 65:02,  -62,  -62,    0
  114,  473, 65:02,  -63,  -62,    0
  115,  482, 65:02,  -62,  -62,    0
  116,  483, 65:02,  -63,  -62,    0
  117,  478, 65:02,  -63,  -63,    1
  118,  501, 65:02,  -61,  -62,    1
  119,  458, 65:02,  -59,  -60,    1
  120,  489, 65:02,  -61,  -60,    1
  121,  471, 65:02,  -59,  -60,    1
  122,  479, 65:02,  -63,  -61,    1
  123,  485, 65:02,  -62,  -62,    1
  124,  475, 65:02,  -58,  -60,    1
  125,  482, 65:02,  -60,  -59,    1
  126,  475, 65:02,  -63,  -61,    1
  127,  485, 65:02,  -62,  -62,    1
  128,  973, 65:02,  -62,  -62,    1
  129,  470, 65:02,  -58,  -60,    1
  130,  958, 65:02,  -60,  -59,    1
  131,  481, 65:02,  -63,  -61,    1
  132,  480, 65:02,  -63,  -63,    1
  133,  482, 65:02,  -62,  -62,    1
  134,  956, 65:02,  -63,  -62,    1
  135,  476, 65:02,  -58,  -60,    1
  136,  483, 65:02,  -61,  -59,    1
  137,  485, 65:02,  -62,  -61,    1
  138,  474, 65:02,  -59,  -60,    1
  139,  489, 65:02,  -66,  -62,    1
  140,  488, 65:02,  -63,  -64,    1
  141,  474, 65:02,  -58,  -60,    1
  142,  485, 65:02,  -64,  -61,    1
  143,  466, 65:02,  -67,  -65,    1
  144,  955, 65:02,  -68,  -67,    1
  145,  487, 65:02,  -64,  -66,    1
  146,  480, 65:02,  -71,  -67,    1
  147,  474, 65:02,  -68,  -69,    1
  148,  485, 65:02,  -64,  -66,    1
  149,  482, 65:02,  -68,  -66,    1
  150,  476, 65:02,  -73,  -70,    1
  151,  502, 65:02,  -71,  -72,    1
  152,  457, 65:02,  -78,  -74,    1
  153,  483, 65:02,  -72,  -75,    1
  154,  478, 65:02,  -76,  -74,    1
  155,  476, 65:02,  -72,  -74,    1
  156,  478, 65:02,  -74,  -73,    1
  157,  485, 65:02,  -72,  -73,    1
  158,  483, 65:02,  -73,  -72,    1
  159,  483, 65:02,  -72,  -72,    1
  160,  469, 65:02,  -68,  -70,    1
  161,  963, 65:02,  -75,  -71,    1
  162,  478, 65:02,  -85,  -80,    1
  163,  484, 65:02,  -79,  -82,    1
  164, 1440, 65:02,  -89,  -84,    1
  165,  479, 65:02,  -82,  -85,    1
  166,  963, 65:02,  -91,  -86,    1
  167,  474, 65:02,  -83,  -87,    1
  168, 1448, 65:02,  -86,  -84,    1
  169,  482, 65:02,  -95,  -90,    1
  170,  482, 65:02,  -77,  -86,    1
  171,  478, 65:02,  -73,  -75,    1
  172,  471, 65:02,  -72,  -72,    1
  173,  480, 65:02,  -70,  -71,    1
  174,  486, 65:02,  -78,  -74,    1
  175,  488, 65:02,  -78,  -78,    1
  176,  495, 65:02,  -79,  -78,    1
  177,  480, 65:02,  -76,  -77,    1
  178,  458, 65:02,  -87,  -81,    1
  179,  964, 65:02,  -82,  -84,    1
  180,  468, 65:02,  -90,  -86,    1
  181,  487, 65:02,  -87,  -88,    1
  182,  518, 65:02,  -87,  -87,    1
  183,  452, 65:02,  -82,  -84,    1
  184,  471, 65:02,  -82,  -82,    1
  185,  521, 65:02,  -81,  -81,    1
  186,  952, 65:02,  -93,  -87,    1
  187,  450, 65:02,  -96,  -94,    1
  188,  473, 65:02,  -91,  -93,    1
  189,  963, 65:02, -100,  -95,    1
  190, 1435, 65:02,  -99,  -99,    1
  191,  483, 65:02,  -91,  -95,    1
  192,  481, 65:02,  -91,  -91,    1
  193,  478, 65:02,  -93,  -92,    1
  194,  483, 65:02,  -90,  -91,    1
  195,  481, 65:02,  -89,  -89,    1
  196,  959, 65:02,  -89,  -89,    1
  197,  474, 65:02,  -90,  -89,    1
  198,  489, 65:02,  -92,  -91,    1
  199,  475, 65:02,  -91,  -91,    1
  200,  484, 65:02,  -86,  -88,    1
  201,  481, 65:02,  -88,  -87,    1
  202,  964, 65:02,  -86,  -87,    1
  203,  480, 65:02,  -91,  -88,    1
  204,  467, 65:02,  -91,  -91,    1
  205,  989, 65:02,  -85,  -88,    1
  206,  457, 65:02,  -89,  -87,    1
  207,  489, 65:02,  -88,  -88,    1
  208,  509, 65:02,  -92,  -90,    1
  209, 3106, xx:xx, -120, -106,    1
  210,  216, 65:02,  -88, -104,    1
  211,  476, 65:02,  -85,  -86,    1
  212,  487, 65:02,  -85,  -85,    1
  213,  478, 65:02,  -86,  -85,    1
  214,  473, 65:02,  -95,  -90,    1
  215,  484, 65:02,  -84,  -89,    1
  216,  488, 65:02,  -86,  -85,    1
  217, 1430, 65:02,  -90,  -88,    1
  218,  499, 65:02,  -89,  -89,    1
  219,  949, 65:02,  -88,  -88,    1
  220,  475, 65:02,  -91,  -89,    1
  221,  526, 65:02,  -90,  -90,    1
  222,  434, 65:02,  -84,  -87,    1
  223,  481, 65:02,  -81,  -82,    1
  224,  506, 65:02,  -78,  -79,    1
  225,  933, 65:02,  -74,  -76,    1
  226,  968, 65:02,  -74,  -74,    1
  227,  477, 65:02,  -78,  -76,    1
  228,  473, 65:02,  -83,  -80,    1
  229,  498, 65:02,  -82,  -82,    1
  230,  461, 65:02,  -87,  -84,    1
  231,  484, 65:02,  -86,  -86,    1
  232,  478, 65:02,  -83,  -84,    1
  233,  484, 65:02,  -74,  -78,    1
  234,  474, 65:02,  -76,  -75,    1
  235,  488, 65:02,  -82,  -79,    1
  236,  480, 65:02,  -89,  -85,    1
  237, 1464, 65:02,  -88,  -88,    1
  238, 2373, 65:02,  -87,  -87,    2
  239, 1919, 65:02,  -86,  -86,    2
  240, 3089, xx:xx, -120, -103,    2
  241,  275, 65:02,  -92, -106,    2
  242,  472, 65:02,  -95,  -93,    2
  243,  482, 65:02,  -88,  -91,    2
  244,  481, 65:02,  -90,  -89,    2
  245,  969, 65:02,  -97,  -93,    2
  246,  473, 65:02,  -96,  -96,    2
  247,  475, 65:02,  -94,  -95,    2
  248, 1923, 65:02,  -98,  -96,    2
  249,  476, 65:02,  -96,  -97,    2
  250, 2416, 65:02,  -97,  -96,    2
  251,  949, 65:02,  -93,  -95,    2
  252,  486, 65:02,  -94,  -93,    2
  253,  471, 65:02,  -90,  -92,    2
  254,  495, 65:02,  -94,  -92,    2
  255,  465, 65:02,  -89,  -91,    2
  256,  484, 65:02,  -94,  -91,    2
  257,  478, 65:02,  -94,  -94,    2
  258, 1917, 65:02,  -97,  -95,    2
  259,  960, 65:02, -100,  -98,    2
  260, 3151, xx:xx, -120, -110,    2
  261,  211, 65:02,  -97, -108,    2
  262,  476, 65:02,  -94,  -95,    2
  263, 1445, 65:02,  -97,  -95,    2
  264, 3106, xx:xx, -120, -108,    2
  265,  256, 65:02, -102, -111,    2
  266, 2901, 65:02,  -99, -100,    2
  267, 3094, xx:xx, -120, -109,    2
  268,  246, 65:02, -102, -111,    2
  269,  472, 65:02,  -98, -100,    2
  270,  488, 65:02,  -93,  -95,    2
  271, 2428, 65:02,  -99,  -96,    2
  272, 1406, 65:02, -100,  -99,    2
  273, 2900, 65:02,  -98,  -99,    2
  274, 3097, xx:xx, -120, -109,    2
  275, 3153, xx:xx, -120, -120,    2
  276,  450, 65:02,  -99, -109,    2
  277,  499, 65:02,  -99,  -99,    2
  278,  479, 65:02,  -95,  -97,    2
  279,  470, 65:02,  -95,  -95,    2
  280, 2398, 65:02,  -90,  -92,    2
  281,  959, 65:02,  -97,  -93,    2
  282,  475, 65:02,  -91,  -94,    2
  283, 1928, 65:02,  -94,  -92,    2
  284,  474, 65:02,  -91,  -92,    2
  285, 1435, 65:02,  -95,  -93,    2
  286,  487, 65:02,  -88,  -91,    2
  287, 1441, 65:02,  -94,  -91,    2
  288, 1926, 65:02,  -86,  -90,    2
  289,  952, 65:02,  -90,  -88,    2
  290,  477, 65:02,  -87,  -88,    2
  291,  479, 65:02, -100,  -93,    2
  292, 1927, 65:02,  -96,  -98,    2
  293,  956, 65:02,  -91,  -93,    2
  294, 2398, 65:02, -100,  -95,    2
  295, 1464, 65:02,  -95,  -97,    2
  296, 2374, 65:02, -101,  -98,    2
  297, 2407, 65:02,  -98,  -99,    2
  298,  963, 65:02,  -98,  -98,    2
  299,  474, 65:02, -101,  -99,    2
  300,  478, 65:02,  -92,  -96,    2
  301, 1443, 65:02,  -93,  -92,    2
  302, 1917, 65:02,  -95,  -94,    2
  303,  990, 65:02, -100,  -97,    2
  304,  934, 65:02,  -95,  -97,    3
  305, 3232, xx:xx, -120, -107,    3
  306, 3013, 65:02,  -96, -108,    3
  307, 1928, 65:02,  -97,  -96,    3
  308,  948, 65:02, -100,  -98,    3
  309, 3108, xx:xx, -120, -110,    3
  310,  270, 65:02, -100, -110,    3
  311, 2862, 65:02,  -99,  -99,    3
  312, 3103, xx:xx, -120, -109,    3
  313,  276, 65:02, -101, -110,    3
  314, 1423, 65:02,  -95,  -98,    3
  315, 2403, 65:02,  -94,  -94,    3
  316,  488, 65:02,  -95,  -94,    3
  317, 1908, 65:02,  -96,  -95,    3
  318, 1438, 65:02,  -94,  -95,    3
  319,  488, 65:02,  -87,  -90,    3
  320,  961, 65:02,  -96,  -91,    3
  321,  468, 65:02, -101,  -98,    3
  322,  479, 65:02,  -92,  -96,    3
  323, 1444, 65:02, -102,  -97,    3
  324,  498, 65:02,  -95,  -98,    3
  325, 1428, 65:02,  -96,  -95,    3
  326,  475, 65:02,  -83,  -89,    3
  327,  483, 65:02,  -93,  -88,    3
  328,  962, 65:02,  -99,  -96,    3
  329,  476, 65:02,  -88,  -93,    3
  330, 1457, 65:02,  -96,  -92,    3
  331,  460, 65:02,  -96,  -96,    3
  332,  486, 65:02,  -98,  -97,    3
  333,  480, 65:02,  -92,  -95,    3
  334,  958, 65:02,  -97,  -94,    3
  335, 1456, 65:02,  -95,  -96,    3
  336, 2385, 65:02,  -93,  -94,    3
  337, 3090, xx:xx, -120, -106,    3
  338, 2191, 65:02,  -96, -108,    3
  339,  960, 65:02,  -96,  -96,    3
  340,  480, 65:02,  -99,  -97,    3
  341,  481, 65:02,  -99,  -99,    3
  342, 1433, 65:02,  -93,  -96,    3
  343,  481, 65:02,  -93,  -93,    3
  344, 1920, 65:02,  -93,  -93,    3
  345, 2880, 65:02,  -95,  -94,    3
  346, 3089, xx:xx, -120, -107,    3
  347, 2674, 65:02, -102, -111,    3
  348, 3093, xx:xx, -120, -111,    3
  349,  747, 65:02,  -98, -109,    3
  350, 3152, xx:xx, -120, -109,    3
  351, 2130, 65:02,  -98, -109,    3
  352, 1438, 65:02,  -94,  -96,    3
  353,  484, 65:02,  -98,  -96,    3
  354, 3107, xx:xx, -120, -109,    3
  355,  254, 65:02,  -99, -109,    3
  356,  956, 65:02, -100,  -99,    3
  357, 1435, 65:02,  -94,  -97,    3
  358,  969, 65:02,  -96,  -95,    3
  359, 1438, 65:02,  -99,  -97,    3
  360, 3114, xx:xx, -120, -109,    3
  361,  726, 65:02,  -94, -107,    3
  362,  477, 65:02, -103,  -98,    3
  363, 2404, 65:02,  -93,  -98,    3
  364,  475, 65:02,  -93,  -93,    3
  365,  509, 65:02,  -94,  -93,    3
  366, 2857, 65:02,  -87,  -90,    3
  367,  471, 65:02,  -83,  -85,    3
  368,  499, 65:02,  -92,  -87,    3
  369,  461, 65:02,  -91,  -91,    3
  370,  482, 65:02,  -86,  -88,    3
  371, 1445, 65:02,  -89,  -87,    3
  372,  985, 65:02,  -99,  -94,    3
  373,  455, 65:02,  -93,  -96,    3
  374, 2395, 65:02,  -88,  -90,    3
  375,  967, 65:02,  -91,  -89,    3
  376,  476, 65:02,  -92,  -91,    4
  377, 2883, 65:02,  -96,  -94,    4
  378,  472, 65:02,  -96,  -96,    4
  379,  483, 65:02,  -98,  -97,    4
  380, 2401, 65:02, -103, -100,    4
  381, 1438, 65:02,  -97, -100,    4
  382,  966, 65:02,  -98,  -97,    4
  383, 1438, 65:02,  -94,  -96,    4
  384,  977, 65:02,  -98,  -96,    4
  385,  465, 65:02,  -97,  -97,    4
  386,  957, 65:02,  -97,  -97,    4
  387, 2407, 65:02,  -98,  -97,    4
  388,  472, 65:02,  -95,  -96,    4
  389,  961, 65:02,  -91,  -93,    4
  390, 1925, 65:02,  -99,  -95,    4
  391,  954, 65:02, -100,  -99,    4
  392, 3100, xx:xx, -120, -110,    4
  393, 1705, 65:02, -101, -110,    4
  394, 3099, xx:xx, -120, -110,    4
  395, 2173, 65:02,  -97, -108,    4
  396, 3102, xx:xx, -120, -108,    4
  397, 3101, xx:xx, -120, -120,    4
  398, 1000, 65:02,  -99, -109,    4
  399, 1448, 65:02, -101, -100,    4
  400,  466, 65:02,  -96,  -98,    4
  401, 3100, xx:xx, -120, -108,    4
  402, 3100, xx:xx, -120, -120,    4
  403,  522, 65:02,  -95, -107,    4
  404,  483, 65:02,  -97,  -96,    4
  405, 1444, 65:02,  -99,  -98,    4
  406,  477, 65:02, -100,  -99,    4
  407,  954, 65:02,  -87,  -93,    4
  408,  505, 65:02,  -97,  -92,    4
  409,  468, 65:02, -101,  -99,    4
  410,  949, 65:02,  -89,  -95,    4
  411,  503, 65:02,  -96,  -92,    4
  412,  454, 65:02,  -99,  -97,    4
  413,  486, 65:02,  -85,  -92,    4
  414,  482, 65:02,  -90,  -87,    4
  415,  474, 65:02,  -92,  -91,    4
  416,  483, 65:02,  -86,  -89,    5
  417, 1932, 65:02,  -97,  -91,    5
  418,  467, 65:02,  -91,  -94,    5
  419,  483, 65:02,  -90,  -90,    5
  420, 3103, xx:xx, -120, -105,    5
  421, 1219, 65:02,  -94, -107,    5
  422,  480, 65:02,  -97,  -95,    5
  423, 1916, 65:02,  -95,  -96,    5
  424, 3110, xx:xx, -120, -107,    5
  425,  255, 65:02,  -97, -108,    5
  426,  954, 65:02,  -95,  -96,    5
  427,  499, 65:02, -101,  -98,    5
  428,  466, 65:02,  -97,  -99,    5
  429,  472, 65:02, -101,  -99,    5
  430, 2412, 65:02,  -97,  -99,    5
  431, 3127, xx:xx, -120, -108,    5
  432, 1189, 65:02,  -99, -109,    5
  433,  966, 65:02,  -97,  -98,    5
  434, 2386, 65:02,  -96,  -96,    5
  435, 3105, xx:xx, -120, -108,    5
  436, 3112, xx:xx, -120, -120,    5
  437, 3103, xx:xx, -120, -120,    5
  438,  759, 65:02,  -98, -109,    5
  439, 3108, xx:xx, -120, -109,    5
  440,  731, 65:02,  -99, -109,    5
  441,  982, 65:02,  -97,  -98,    5
  442, 3137, xx:xx, -120, -108,    5
  443,  694, 65:02,  -99, -109,    5
  444, 3100, xx:xx, -120, -109,    5
  445,  254, 65:02,  -97, -108,    5
  446,  958, 65:02,  -90,  -93,    5
  447, 1922, 65:02, -102,  -96,    5
  448,  485, 65:02,  -96,  -99,    5
  449, 1432, 65:02,  -96,  -96,    5
  450, 2425, 65:02,  -99,  -97,    5
  451, 1414, 65:02,  -96,  -97,    5
  452,  481, 65:02,  -91,  -93,    5
  453, 1443, 65:02,  -87,  -89,    5
  454, 1444, 65:02,  -90,  -88,    6
  455, 2399, 65:02,  -97,  -93,    6
  456, 2395, 65:02,  -97,  -97,    6
  457,  485, 65:02,  -94,  -95,    6
  458,  960, 65:02,  -92,  -93,    6
  459,  476, 65:02,  -95,  -93,    6
  460,  479, 65:02,  -99,  -97,    6
  461,  497, 65:02,  -91,  -95,    6
  462, 1426, 65:02,  -97,  -94,    6
  463,  498, 65:02,  -99,  -98,    6
  464,  457, 65:02,  -94,  -96,    6
  465,  477, 65:02,  -93,  -93,    6
  466, 2405, 65:02,  -98,  -95,    6
  467, 2406, 65:02,  -92,  -95,    6
  468, 1432, 65:02, -100,  -96,    6
  469,  477, 65:02,  -95,  -97,    6
  470,  489, 65:02,  -98,  -96,    6
  471, 2394, 65:02,  -99,  -98,    6
  472,  485, 65:02,  -99,  -99,    6
  473, 1432, 65:02,  -98,  -98,    6
  474, 3103, xx:xx, -120, -109,    6
  475, 3090, xx:xx, -120, -120,    6
  476, 3093, xx:xx, -120, -120,    6
  477, 1275, 65:02,  -96, -108,    6
  478, 3097, xx:xx, -120, -108,    6
  479, 3112, xx:xx, -120, -120,    6
  480, 1476, 65:02, -100, -110,    6
  481, 3101, xx:xx, -120, -110,    6
  482, 3093, xx:xx, -120, -120,    6
  483,  536, 65:02,  -98, -109,    6
  484, 1434, 65:02,  -97,  -97,    6
  485, 3164, xx:xx, -120, -108,    6
  486, 1159, 65:02,  -98, -109,    6
  487,  477, 65:02,  -94,  -96,    6
  488, 2403, 65:02,  -98,  -96,    6
  489,  475, 65:02,  -95,  -96,    6
  490,  477, 65:02,  -87,  -91,    6
  491, 2404, 65:02,  -98,  -92,    6
  492,  478, 65:02,  -88,  -93,    6
  493, 3105, xx:xx, -120, -104,    6
  494,  268, 65:02,  -85, -102,    7
  495,  947, 65:02,  -95,  -90,    7
  496,  482, 65:02,  -96,  -95,    7
  497,  489, 65:02,  -95,  -95,    7
  498, 1912, 65:02,  -99,  -97,    7
  499,  478, 65:02,  -97,  -98,    7
  500,  964, 65:02,  -94,  -95,    7
  501,  476, 65:02,  -92,  -93,    7
  502,  481, 65:02,  -95,  -93,    7
  503, 1438, 65:02,  -93,  -94,    7
  504,  958, 65:02,  -92,  -92,    7
  505,  480, 65:02,  -99,  -95,    7
  506, 3098, xx:xx, -120, -109,    7
  507,  265, 65:02, -102, -111,    7
  508,  964, 65:02,  -95,  -98,    7
  509,  470, 65:02, -103,  -99,    7
  510, 1920, 65:02,  -93,  -98,    7
  511,  484, 65:02,  -97,  -95,    7
  512,  497, 65:02,  -94,  -95,    7
  513, 1901, 65:02,  -92,  -93,    7
  514, 1443, 65:02,  -98,  -95,    7
  515,  499, 65:02,  -96,  -97,    7
  516,  943, 65:02,  -90,  -93,    7
  517, 3101, xx:xx, -120, -105,    7
  518,  738, 65:02,  -97, -108,    7
  519, 2400, 65:02,  -98,  -97,    7
  520, 3101, xx:xx, -120, -109,    7
  521, 3105, xx:xx, -120, -120,    7
  522, 1471, 65:02, -102, -111,    7
  523,  487, 65:02,  -99, -100,    7
  524, 3104, xx:xx, -120, -109,    7
  525, 2180, 65:02,  -98, -109,    7
  526, 1921, 65:02,  -96,  -97,    7
  527,  467, 65:02,  -95,  -95,    7
  528, 1442, 65:02,  -97,  -96,    7
  529,  980, 65:02,  -96,  -96,    7
  530, 1425, 65:02,  -92,  -94,    7
  531, 2875, 65:02, -100,  -96,    7
  532,  965, 65:02, -100, -100,    7
  533, 1917, 65:02,  -90,  -95,    7
  534,  477, 65:02,  -99,  -94,    7
  535,  970, 65:02,  -85,  -92,    7
  536, 1432, 65:02,  -90,  -87,    7
  537, 1445, 65:02,  -90,  -90,    7
  538, 2877, 65:02,  -99,  -94,    7
  539,  483, 65:02,  -88,  -93,    7
  540,  961, 65:02,  -95,  -91,    7
  541, 2405, 65:02,  -95,  -95,    7
  542, 1435, 65:02,  -99,  -97,    7
  543,  478, 65:02, -100,  -99,    7
  544,  471, 65:02,  -93,  -96,    7
  545, 2405, 65:02,  -98,  -95,    7
  546,  485, 65:02,  -91,  -94,    8
  547,  961, 65:02,  -95,  -93,    8
  548, 1436, 65:02,  -95,  -95,    8
  549, 2398, 65:02,  -97,  -96,    8
  550, 2883, 65:02,  -91,  -94,    8
  551,  479, 65:02,  -96,  -93,    8
  552, 1923, 65:02,  -91,  -93,    8
  553, 1913, 65:02, -101,  -96,    8
  554,  985, 65:02,  -89,  -95,    8
  555, 2380, 65:02,  -99,  -94,    8
  556,  480, 65:02, -100,  -99,    8
  557, 1932, 65:02, -102, -101,    8
  558, 3087, xx:xx, -120, -111,    8
  559, 1699, 65:02,  -99, -109,    8
  560, 3147, xx:xx, -120, -109,    8
  561,  217, 65:02,  -94, -107,    8
  562, 1452, 65:02,  -99,  -96,    8
  563, 2387, 65:02,  -93,  -96,    8
  564, 3090, xx:xx, -120, -106,    8
  565, 1229, 65:02,  -94, -107,    8
  566, 2876, 65:02,  -96,  -95,    8
  567,  479, 65:02, -100,  -98,    8
  568,  484, 65:02,  -89,  -94,    8
  569,  960, 65:02,  -93,  -91,    8
  570, 1436, 65:02,  -97,  -95,    8
  571, 2407, 65:02,  -91,  -94,    8
  572, 1440, 65:02,  -96,  -93,    8
  573,  473, 65:02,  -99,  -97,    8
  574,  484, 65:02,  -89,  -94,    8
  575,  478, 65:02,  -95,  -92,    8
  576, 2884, 65:02,  -90,  -92,    8
  577,  475, 65:02,  -87,  -88,    8
  578,  478, 65:02, -100,  -93,    8
  579, 2402, 65:02,  -90,  -95,    8
  580,  487, 65:02,  -95,  -92,    8
  581,  479, 65:02,  -91,  -93,    8
  582,  482, 65:02,  -87,  -89,    8
  583, 1909, 65:02,  -96,  -91,    8
  584,  483, 65:02,  -98,  -97,    8
  585, 1927, 65:02,  -98,  -98,    8
  586, 2397, 65:02,  -96,  -97,    8
  587, 1445, 65:02, -101,  -98,    8
  588, 1916, 65:02,  -93,  -97,    8
  589, 1921, 65:02,  -97,  -95,    8
  590, 1457, 65:02,  -97,  -97,    8
  591, 1420, 65:02,  -96,  -96,    8
  592, 2400, 65:02,  -98,  -97,    8
  593,  479, 65:02,  -95,  -96,    8
  594, 1440, 65:02, -100,  -97,    8
  595,  960, 65:02,  -91,  -95,    8
  596, 1924, 65:02,  -94,  -92,    8
  597, 2395, 65:02, -103,  -98,    8
  598,  486, 65:02, -100, -101,    8
  599, 2874, 65:02, -100, -100,    8
  600,  966, 65:02,  -92,  -96,    8
  601,  984, 65:02,  -98,  -95,    8
  602, 3100, xx:xx, -120, -109,    8
  603, 1204, 65:02, -103, -111,    8
  604,  465, 65:02,  -94,  -98,    8
  605, 2406, 65:02, -100,  -97,    8
  606, 2398, 65:02, -100, -100,    8
  607, 1433, 65:02,  -95,  -97,    8
  608, 3102, xx:xx, -120, -107,    8
  609, 3097, xx:xx, -120, -120,    8
  610,  530, 65:02, -100, -110,    8
  611,  479, 65:02,  -85,  -92,    8
  612,  476, 65:02,  -92,  -88,    8
  613, 1442, 65:02,  -92,  -92,    8
  614, 1922, 65:02,  -89,  -90,    8
  615,  959, 65:02,  -98,  -93,    8
  616, 1919, 65:02,  -84,  -91,    8
  617,  954, 65:02,  -89,  -86,    8
  618,  484, 65:02,  -92,  -90,    8
  619, 1444, 65:02, -101,  -96,    8
  620,  956, 65:02,  -93,  -97,    8
  621,  485, 65:02,  -94,  -93,    8
  622,  506, 65:02,  -95,  -94,    8
  623, 1414, 65:02,  -94,  -94,    8
  624,  476, 65:02,  -90,  -92,    8
  625, 1916, 65:02,  -98,  -94,    8
  626, 1928, 65:02,  -96,  -97,    8
  627,  956, 65:02,  -92,  -94,    8
  628, 2404, 65:02,  -94,  -93,    8
  629, 1438, 65:02,  -93,  -93,    8
  630,  474, 65:02, -101,  -97,    8
  631,  965, 65:02, -102, -101,    8
