   id,  t_abs,t_diff,  addr, rssi,  lane
 2562,   2827,   378, 65:02,  -92,   39
 2563,   2827,   366, 65:02,  -95,   39
 2564,   2828,  5014, xx:xx, -120,   39
 2565,   2833,  5005, xx:xx, -120,   39
 2566,   2838,  4087, 65:02,  -94,   39
 2567,   2842,  5004, xx:xx, -120,   39
 2568,   2847,  4392, 65:02,  -93,   39
 2569,   2852,  3694, 65:02,  -96,   40
 2570,   2856,   788, 65:02,  -93,   40
 2571,   2856,  4697, 65:02, -101,   40
 2572,   2861,  3741, 65:02, -101,   40
 2573,   2865,  1818, 65:02,  -87,   40
 2574,   2867,   859, 65:02,  -99,   40
 2575,   2868,   867, 65:02,  -89,   40
 2576,   2869,  1328, 65:02,  -96,   40
 2577,   2870,   364, 65:02,  -86,   40
 2578,   2871,   378, 65:02,  -86,   40
 2579,   2871,   830, 65:02,  -78,   40
 2580,   2872,   381, 65:02,  -75,   40
 2581,   2873,   389, 65:02,  -73,   40
 2582,   2873,  1321, 65:02,  -91,   40
 2583,   2875,  2232, 65:02,  -89,   40
 2584,   2877,   374, 65:02, -100,   40
 2585,   2878,  4215, 65:02,  -97,   40
 2586,   2882,  5004, xx:xx, -120,   40
 2587,   2887,    62, 65:02,  -96,   40
 2588,   2887,  1339, 65:02, -101,   40
 2589,   2889,  2298, 65:02,  -94,   40
 2590,   2891,  2296, 65:02,  -94,   40
 2591,   2893,   844, 65:02,  -93,   40
 2592,   2894,   853, 65:02,  -95,   40
 2593,   2895,  1813, 65:02,  -98,   40
 2594,   2897,   378, 65:02,  -99,   40
 2595,   2898,   366, 65:02,  -91,   40
 2596,   2898,  5007, xx:xx, -120,   40
 2597,   2903,  4347, 65:02,  -98,   40
 2598,   2908,   831, 65:02,  -95,   40
 2599,   2909,  2292, 65:02,  -95,   40
 2600,   2911,  2756, 65:02,  -95,   40
 2601,   2914,  3733, 65:02,  -91,   40
 2602,   2918,  3718, 65:02,  -95,   41
 2603,   2922,   785, 65:02,  -97,   41
 2604,   2923,   378, 65:02, -101,   41
 2605,   2923,   360, 65:02,  -93,   41
 2606,   2924,  1346, 65:02,  -94,   41
 2607,   2925,  1798, 65:02, -102,   41
 2608,   2927,   370, 65:02,  -94,   41
 2609,   2927,   379, 65:02,  -93,   41
 2610,   2928,   363, 65:02,  -97,   41
 2611,   2928,   308, 65:02,  -93,   41
 2612,   2929,  1333, 65:02, -101,   41
 2613,   2930,  1841, 65:02,  -97,   41
 2614,   2932,  3699, 65:02,  -94,   41
 2615,   2936,   381, 65:02,  -85,   41
 2616,   2937,   835, 65:02,  -91,   41
 2617,   2938,  1810, 65:02,  -94,   41
 2618,   2939,   853, 65:02,  -94,   41
 2619,   2940,  3243, 65:02,  -99,   41
 2620,   2944,  4209, 65:02,  -97,   41
 2621,   2948,  2287, 65:02,  -98,   41
 2622,   2951,   865, 65:02,  -94,   41
 2623,   2951,   832, 65:02,  -96,   41
 2624,   2952,  2289, 65:02,  -95,   41
 2625,   2955,  5004, xx:xx, -120,   41
 2626,   2960,  1908, 65:02,  -93,   41
 2627,   2962,  3714, 65:02,  -96,   41
 2628,   2966,  1305, 65:02,  -95,   41
 2629,   2967,  2786, 65:02,  -95,   41
 2630,   2970,   837, 65:02, -101,   41
 2631,   2971,  1783, 65:02,  -95,   41
 2632,   2973,   371, 65:02,  -98,   41
 2633,   2974,  1340, 65:02,  -89,   41
 2634,   2975,  1314, 65:02,  -97,   41
 2635,   2976,   847, 65:02,  -86,   41
 2636,   2977,   358, 65:02,  -89,   41
 2637,   2978,  3726, 65:02,  -98,   42
 2638,   2982,   794, 65:02,  -96,   42
 2639,   2983,  1729, 65:02,  -87,   42
 2640,   2985,   845, 65:02,  -93,   42
 2641,   2986,  1801, 65:02,  -88,   42
 2642,   2987,   366, 65:02,  -98,   42
 2643,   2988,   362, 65:02,  -91,   42
 2644,   2988,  1331, 65:02,  -94,   42
 2645,   2990,  1316, 65:02,  -96,   42
 2646,   2991,   368, 65:02,  -91,   42
 2647,   2992,   363, 65:02,  -97,   42
 2648,   2992,   358, 65:02,  -94,   42
 2649,   2993,   365, 65:02, -100,   42
 2650,   2993,   356, 65:02, -100,   42
 2651,   2994,  1796, 65:02,  -98,   42
 2652,   2996,   375, 65:02,  -96,   42
 2653,   2996,   328, 65:02,  -96,   42
 2654,   2997,   859, 65:02,  -89,   42
 2655,   2998,  2302, 65:02,  -89,   42
 2656,   3000,   387, 65:02,  -88,   42
 2657,   3000,  1818, 65:02,  -95,   42
 2658,   3002,  4706, 65:02,  -98,   42
 2659,   3007,   380, 65:02,  -96,   42
 2660,   3008,  3739, 65:02,  -99,   42
 2661,   3011,  1342, 65:02,  -93,   42
 2662,   3013,  2300, 65:02,  -94,   42
 2663,   3015,  5007, xx:xx, -120,   42
 2664,   3020,  1979, 65:02,  -96,   42
 2665,   3022,   864, 65:02,  -99,   42
 2666,   3023,  5006, xx:xx, -120,   42
 2667,   3029,  5004, xx:xx, -120,   42
 2668,   3034,  2119, 65:02,  -87,   42
 2669,   3036,  1323, 65:02, -100,   42
 2670,   3037,   378, 65:02,  -91,   42
 2671,   3038,  3262, 65:02,  -96,   42
 2672,   3041,   380, 65:02,  -99,   42
 2673,   3042,   371, 65:02,  -95,   42
 2674,   3042,   866, 65:02,  -91,   42
 2675,   3043,   369, 65:02,  -88,   42
 2676,   3044,  1340, 65:02, -101,   42
 2677,   3045,   385, 65:02,  -93,   42
 2678,   3046,   379, 65:02,  -91,   42
 2679,   3046,   375, 65:02,  -89,   42
 2680,   3046,  2775, 65:02,  -98,   43
 2681,   3049,   267, 65:02,  -95,   43
 2682,   3050,   375, 65:02,  -89,   43
 2683,   3050,  1341, 65:02,  -89,   43
 2684,   3052,  1341, 65:02,  -91,   43
 2685,   3053,   849, 65:02,  -95,   43
 2686,   3054,   370, 65:02,  -88,   43
 2687,   3055,  3253, 65:02,  -91,   43
 2688,   3058,   860, 65:02, -101,   43
 2689,   3059,   353, 65:02,  -97,   43
 2690,   3059,  1339, 65:02,  -98,   43
 2691,   3061,  4210, 65:02,  -98,   43
 2692,   3065,   368, 65:02,  -98,   43
 2693,   3066,  2785, 65:02,  -96,   43
 2694,   3069,  2769, 65:02,  -98,   43
 2695,   3072,   317, 65:02,  -95,   43
 2696,   3072,  1817, 65:02,  -98,   43
 2697,   3074,  2288, 65:02,  -97,   43
 2698,   3076,  1335, 65:02,  -95,   43
 2699,   3078,   373, 65:02,  -97,   43
 2700,   3078,   857, 65:02,  -99,   43
 2701,   3079,   840, 65:02,  -98,   43
 2702,   3080,  5005, xx:xx, -120,   43
 2703,   3085,  2939, 65:02,  -99,   43
 2704,   3088,  2280, 65:02,  -97,   43
 2705,   3091,  2777, 65:02,  -97,   43
 2706,   3094,   361, 65:02,  -99,   43
 2707,   3094,   382, 65:02, -106,   43
 2708,   3095,   838, 65:02,  -98,   43
 2709,   3096,  2227, 65:02,  -97,   43
 2710,   3098,   376, 65:02,  -98,   43
 2711,   3098,   364, 65:02,  -92,   43
 2712,   3099,  2296, 65:02,  -96,   43
 2713,   3101,   845, 65:02,  -97,   44
 2714,   3102,   289, 65:02,  -97,   44
 2715,   3103,   377, 65:02,  -92,   44
 2716,   3103,   368, 65:02,  -92,   44
 2717,   3104,  1340, 65:02,  -96,   44
 2718,   3105,   355, 65:02,  -96,   44
 2719,   3106,   366, 65:02,  -87,   44
 2720,   3106,  1336, 65:02,  -86,   44
 2721,   3107,  1331, 65:02,  -98,   44
 2722,   3109,   370, 65:02,  -87,   44
 2723,   3109,   303, 65:02,  -94,   44
 2724,   3110,   357, 65:02,  -96,   44
 2725,   3110,  1338, 65:02,  -90,   44
 2726,   3112,   364, 65:02,  -96,   44
 2727,   3112,  2770, 65:02,  -94,   44
 2728,   3115,   360, 65:02, -101,   44
 2729,   3116,   845, 65:02,  -94,   44
 2730,   3117,  2776, 65:02,  -96,   44
 2731,   3119,   838, 65:02, -105,   44
 2732,   3120,  2773, 65:02,  -95,   44
 2733,   3123,   367, 65:02,  -93,   44
 2734,   3124,   368, 65:02,  -93,   44
 2735,   3124,   843, 65:02, -100,   44
 2736,   3125,  1331, 65:02,  -97,   44
 2737,   3127,   308, 65:02,  -94,   44
 2738,   3127,   363, 65:02,  -97,   44
 2739,   3128,  5005, xx:xx, -120,   44
 2740,   3133,  1970, 65:02,  -94,   44
 2741,   3135,  4205, 65:02,  -99,   44
 2742,   3139,  5005, xx:xx, -120,   44
 2743,   3144,  1476, 65:02,  -94,   44
 2744,   3146,   850, 65:02,  -93,   44
 2745,   3147,  1331, 65:02,  -92,   44
 2746,   3148,  1790, 65:02,  -95,   44
 2747,   3150,   841, 65:02,  -94,   44
 2748,   3151,  4202, 65:02,  -97,   44
 2749,   3155,  1315, 65:02,  -97,   44
 2750,   3157,   364, 65:02, -102,   44
 2751,   3157,   308, 65:02,  -96,   44
 2752,   3158,   358, 65:02,  -94,   44
 2753,   3158,   812, 65:02,  -96,   44
 2754,   3159,  3267, 65:02,  -90,   44
 2755,   3163,   867, 65:02,  -92,   45
 2756,   3164,  2232, 65:02,  -86,   45
 2757,   3166,   385, 65:02,  -82,   45
 2758,   3166,   853, 65:02,  -87,   45
 2759,   3167,  1328, 65:02,  -95,   45
 2760,   3169,   383, 65:02,  -92,   45
 2761,   3169,  3748, 65:02, -100,   45
 2762,   3173,  1816, 65:02,  -93,   45
 2763,   3175,   365, 65:02,  -97,   45
 2764,   3176,   861, 65:02,  -94,   45
 2765,   3177,   319, 65:02,  -92,   45
 2766,   3177,   377, 65:02,  -97,   45
 2767,   3178,  1343, 65:02, -102,   45
 2768,   3179,   381, 65:02,  -99,   45
 2769,   3179,   383, 65:02,  -97,   45
 2770,   3180,   374, 65:02,  -92,   45
 2771,   3180,  5005, xx:xx, -120,   45
 2772,   3186,  5005, xx:xx, -120,   45
 2773,   3191,  4556, 65:02,  -89,   45
 2774,   3195,  5005, xx:xx, -120,   45
 2775,   3200,  1982, 65:02, -102,   45
 2776,   3203,  1339, 65:02, -101,   45
 2777,   3204,  2283, 65:02, -100,   45
 2778,   3206,  3744, 65:02,  -96,   45
 2779,   3210,   794, 65:02, -101,   45
 2780,   3211,  3752, 65:02,  -97,   46
 2781,   3215,  2236, 65:02,  -95,   46
 2782,   3217,   843, 65:02,  -97,   46
 2783,   3218,   380, 65:02,  -89,   46
 2784,   3219,  2301, 65:02,  -96,   46
 2785,   3221,   843, 65:02,  -97,   46
 2786,   3222,   373, 65:02,  -95,   46
 2787,   3223,   857, 65:02,  -86,   46
 2788,   3224,  2305, 65:02,  -93,   46
 2789,   3226,   363, 65:02,  -87,   46
 2790,   3227,  2294, 65:02,  -96,   46
 2791,   3229,   370, 65:02, -102,   46
 2792,   3229,   369, 65:02,  -99,   46
 2793,   3230,   813, 65:02,  -95,   46
 2794,   3231,   364, 65:02, -100,   46
 2795,   3231,   372, 65:02,  -93,   46
 2796,   3232,  1329, 65:02,  -87,   46
 2797,   3233,   862, 65:02,  -93,   46
 2798,   3234,   364, 65:02,  -88,   46
 2799,   3235,  1820, 65:02,  -95,   46
 2800,   3237,   374, 65:02,  -94,   46
 2801,   3237,   849, 65:02,  -90,   46
 2802,   3238,   857, 65:02,  -95,   46
 2803,   3239,  2285, 65:02, -103,   46
 2804,   3241,  1346, 65:02, -100,   46
 2805,   3243,  1795, 65:02,  -95,   46
 2806,   3245,   865, 65:02,  -97,   46
 2807,   3246,   793, 65:02,  -96,   46
 2808,   3247,   365, 65:02,  -94,   46
 2809,   3247,   375, 65:02,  -90,   46
 2810,   3248,  1331, 65:02,  -99,   46
 2811,   3249,   379, 65:02,  -98,   46
 2812,   3250,   365, 65:02,  -93,   46
 2813,   3250,  1811, 65:02, -100,   46
 2814,   3252,   359, 65:02,  -94,   46
 2815,   3252,  2291, 65:02,  -97,   46
 2816,   3255,   853, 65:02,  -98,   46
 2817,   3256,   362, 65:02,  -96,   46
 2818,   3256,   368, 65:02,  -93,   46
 2819,   3257,  4698, 65:02,  -95,   46
 2820,   3262,   362, 65:02,  -93,   46
 2821,   3262,   799, 65:02,  -97,   46
 2822,   3263,  2765, 65:02, -104,   46
 2823,   3266,   366, 65:02,  -99,   46
 2824,   3266,  2776, 65:02,  -95,   47
 2825,   3269,   290, 65:02,  -94,   47
 2826,   3270,   368, 65:02,  -97,   47
 2827,   3270,  4689, 65:02,  -93,   47
 2828,   3275,  1334, 65:02,  -97,   47
 2829,   3276,   843, 65:02,  -94,   47
 2830,   3277,   370, 65:02,  -95,   47
 2831,   3278,  2288, 65:02, -101,   47
 2832,   3280,  3738, 65:02,  -97,   47
 2833,   3284,   831, 65:02,  -85,   47
 2834,   3285,  2270, 65:02,  -93,   47
 2835,   3288,   312, 65:02,  -98,   47
 2836,   3288,  1325, 65:02,  -91,   47
 2837,   3289,  2783, 65:02,  -95,   47
 2838,   3292,  1305, 65:02,  -87,   47
 2839,   3294,   848, 65:02,  -95,   47
 2840,   3295,  1329, 65:02,  -99,   47
 2841,   3296,   350, 65:02,  -99,   47
 2842,   3297,   366, 65:02,  -99,   47
 2843,   3297,  1340, 65:02,  -99,   47
 2844,   3299,  1309, 65:02, -100,   47
 2845,   3300,  1324, 65:02,  -90,   47
 2846,   3301,  2284, 65:02,  -93,   47
 2847,   3304,  1800, 65:02,  -96,   47
 2848,   3306,  1810, 65:02, -103,   47
 2849,   3308,   778, 65:02,  -96,   47
 2850,   3309,  3726, 65:02,  -98,   47
 2851,   3312,  2781, 65:02, -104,   47
 2852,   3315,   347, 65:02,  -99,   47
 2853,   3316,   370, 65:02,  -93,   47
 2854,   3316,   842, 65:02, -102,   47
 2855,   3317,  5006, xx:xx, -120,   48
 2856,   3322,  1866, 65:02,  -92,   48
 2857,   3324,  2302, 65:02,  -97,   48
 2858,   3327,  4706, 65:02,  -98,   48
 2859,   3332,  2277, 65:02,  -99,   48
 2860,   3334,   379, 65:02,  -95,   48
 2861,   3335,  1813, 65:02,  -95,   48
 2862,   3336,   384, 65:02,  -89,   48
 2863,   3337,  1285, 65:02,  -97,   48
 2864,   3338,  1326, 65:02,  -91,   48
 2865,   3340,   859, 65:02, -100,   48
 2866,   3341,   863, 65:02,  -96,   48
 2867,   3342,   383, 65:02,  -98,   48
 2868,   3342,   866, 65:02,  -96,   48
 2869,   3343,   367, 65:02,  -93,   48
 2870,   3344,   864, 65:02,  -90,   48
 2871,   3345,  1338, 65:02,  -92,   48
 2872,   3346,   377, 65:02,  -86,   48
 2873,   3346,   387, 65:02, -100,   48
 2874,   3347,   373, 65:02, -101,   48
 2875,   3347,   383, 65:02,  -93,   48
 2876,   3348,   880, 65:02,  -90,   48
 2877,   3349,   301, 65:02,  -85,   48
 2878,   3349,   376, 65:02,  -95,   48
 2879,   3350,   384, 65:02,  -88,   48
 2880,   3350,  1337, 65:02,  -91,   48
 2881,   3352,   384, 65:02,  -95,   48
 2882,   3352,  1806, 65:02,  -94,   48
 2883,   3354,   369, 65:02,  -87,   48
 2884,   3355,  2779, 65:02,  -91,   48
 2885,   3358,  3742, 65:02,  -95,   48
 2886,   3361,   373, 65:02, -100,   48
 2887,   3362,   371, 65:02,  -93,   48
 2888,   3362,  3735, 65:02,  -95,   48
 2889,   3366,  5005, xx:xx, -120,   48
 2890,   3371,  5004, xx:xx, -120,   48
 2891,   3376,   186, 65:02, -100,   48
 2892,   3377,   369, 65:02,  -94,   48
 2893,   3377,  5005, xx:xx, -120,   48
 2894,   3382,   551, 65:02,  -99,   48
 2895,   3383,   862, 65:02, -102,   48
 2896,   3384,  5005, xx:xx, -120,   48
 2897,   3389,  5005, xx:xx, -120,   48
 2898,   3394,   218, 65:02, -101,   48
 2899,   3395,   373, 65:02,  -97,   48
 2900,   3395,   857, 65:02,  -88,   48
 2901,   3396,  1330, 65:02,  -90,   48
 2902,   3397,  1342, 65:02,  -93,   48
 2903,   3399,  1809, 65:02,  -98,   48
 2904,   3401,   365, 65:02,  -94,   48
 2905,   3401,   806, 65:02,  -95,   48
 2906,   3402,   851, 65:02, -101,   48
 2907,   3403,  1812, 65:02,  -92,   48
 2908,   3405,  3754, 65:02,  -96,   49
 2909,   3409,   772, 65:02,  -82,   49
 2910,   3410,  1330, 65:02,  -87,   49
 2911,   3411,  1338, 65:02,  -96,   49
 2912,   3413,   349, 65:02,  -90,   49
 2913,   3413,   363, 65:02,  -88,   49
 2914,   3414,   384, 65:02,  -93,   49
 2915,   3414,   355, 65:02, -102,   49
 2916,   3415,  1334, 65:02,  -90,   49
 2917,   3416,  1316, 65:02,  -99,   49
 2918,   3418,   861, 65:02,  -98,   49
 2919,   3419,  5005, xx:xx, -120,   49
 2920,   3424,   956, 65:02,  -96,   49
 2921,   3425,  4199, 65:02, -100,   49
 2922,   3429,   354, 65:02, -101,   49
 2923,   3430,  2772, 65:02,  -97,   49
 2924,   3432,   844, 65:02,  -98,   49
 2925,   3433,  5005, xx:xx, -120,   49
 2926,   3439,  5005, xx:xx, -120,   49
 2927,   3444,   222, 65:02,  -94,   49
 2928,   3444,  2287, 65:02,  -98,   49
 2929,   3446,  1332, 65:02,  -97,   49
 2930,   3448,  2783, 65:02,  -96,   49
 2931,   3451,  3226, 65:02, -103,   50
 2932,   3454,   786, 65:02,  -98,   50
 2933,   3455,  2696, 65:02,  -88,   50
 2934,   3458,   386, 65:02,  -94,   50
 2935,   3458,   367, 65:02,  -97,   50
 2936,   3459,  3229, 65:02,  -97,   50
 2937,   3462,  1337, 65:02,  -91,   50
 2938,   3464,  1318, 65:02,  -90,   50
 2939,   3465,  1343, 65:02,  -86,   50
 2940,   3467,   822, 65:02,  -90,   50
 2941,   3467,   827, 65:02,  -83,   50
 2942,   3468,   361, 65:02,  -80,   50
 2943,   3469,   364, 65:02,  -80,   50
 2944,   3469,   850, 65:02,  -69,   50
 2945,   3470,   348, 65:02,  -75,   50
 2946,   3471,   351, 65:02,  -71,   50
 2947,   3471,   307, 65:02,  -74,   50
 2948,   3472,   362, 65:02,  -85,   50
 2949,   3472,   841, 65:02,  -77,   50
 2950,   3473,   353, 65:02,  -78,   50
 2951,   3474,   851, 65:02,  -81,   50
 2952,   3475,   839, 65:02,  -78,   50
 2953,   3476,   362, 65:02,  -83,   50
 2954,   3476,   360, 65:02,  -87,   50
 2955,   3477,   363, 65:02,  -88,   50
 2956,   3477,   379, 65:02,  -81,   50
 2957,   3478,   355, 65:02,  -79,   50
 2958,   3478,   339, 65:02,  -79,   50
 2959,   3479,   381, 65:02,  -76,   50
 2960,   3479,   379, 65:02,  -74,   50
 2961,   3480,   319, 65:02,  -72,   50
 2962,   3480,   394, 65:02,  -70,   50
 2963,   3480,   368, 65:02,  -69,   50
 2964,   3481,   852, 65:02,  -84,   50
 2965,   3482,   369, 65:02,  -68,   50
 2966,   3482,   368, 65:02,  -72,   50
 2967,   3483,   387, 65:02,  -92,   50
 2968,   3483,   359, 65:02,  -74,   50
 2969,   3484,   362, 65:02,  -78,   50
 2970,   3484,   400, 65:02,  -67,   50
 2971,   3485,   373, 65:02,  -95,   50
 2972,   3485,   377, 65:02,  -82,   50
 2973,   3486,   856, 65:02,  -65,   50
 2974,   3487,   380, 65:02,  -63,   50
 2975,   3487,   312, 65:02,  -72,   50
 2976,   3488,   850, 65:02,  -63,   50
 2977,   3489,   378, 65:02,  -67,   50
 2978,   3489,   382, 65:02,  -64,   50
 2979,   3490,   374, 65:02,  -71,   50
 2980,   3490,   406, 65:02,  -81,   50
 2981,   3491,   836, 65:02,  -83,   50
 2982,   3491,   383, 65:02,  -71,   50
 2983,   3492,   374, 65:02,  -80,   50
 2984,   3492,   376, 65:02,  -70,   50
 2985,   3493,   378, 65:02,  -75,   50
 2986,   3493,   371, 65:02,  -80,   50
 2987,   3494,   394, 65:02,  -67,   50
 2988,   3494,   364, 65:02,  -67,   50
 2989,   3495,   324, 65:02,  -76,   50
 2990,   3495,   369, 65:02,  -81,   50
 2991,   3496,   387, 65:02,  -76,   50
 2992,   3496,   368, 65:02,  -72,   50
 2993,   3497,   382, 65:02,  -81,   50
 2994,   3497,   373, 65:02,  -72,   50
 2995,   3498,   370, 65:02,  -78,   50
 2996,   3498,   376, 65:02,  -71,   50
 2997,   3499,   378, 65:02,  -97,   50
 2998,   3499,   375, 65:02,  -78,   50
 2999,   3500,   373, 65:02,  -80,   50
 3000,   3500,   379, 65:02,  -71,   50
 3001,   3501,   378, 65:02,  -81,   50
 3002,   3501,   374, 65:02,  -72,   50
 3003,   3502,   320, 65:02,  -72,   50
 3004,   3502,   367, 65:02,  -73,   50
 3005,   3503,   376, 65:02,  -72,   50
 3006,   3503,   860, 65:02,  -69,   50
 3007,   3504,   367, 65:02,  -72,   50
 3008,   3504,   367, 65:02,  -83,   50
 3009,   3505,   369, 65:02,  -70,   50
 3010,   3505,   375, 65:02,  -72,   50
 3011,   3506,   374, 65:02,  -62,   50
 3012,   3506,   845, 65:02,  -68,   50
 3013,   3507,   377, 65:02,  -67,   50
 3014,   3508,   373, 65:02,  -71,   50
 3015,   3508,   369, 65:02,  -69,   50
 3016,   3509,   849, 65:02,  -58,   50
 3017,   3510,   317, 65:02,  -46,   50
 3018,   3510,   375, 65:02,  -47,   50
 3019,   3511,   852, 65:02,  -46,   50
 3020,   3512,   370, 65:02,  -54,   50
 3021,   3512,   373, 65:02,  -53,   50
 3022,   3513,   853, 65:02,  -57,   50
 3023,   3514,   387, 65:02,  -55,   50
 3024,   3514,   817, 65:02,  -51,   50
 3025,   3515,   375, 65:02,  -52,   50
 3026,   3515,   380, 65:02,  -52,   50
 3027,   3516,   355, 65:02,  -51,   50
 3028,   3516,   376, 65:02,  -51,   50
 3029,   3517,   839, 65:02,  -54,   50
 3030,   3518,   370, 65:02,  -45,   50
 3031,   3518,   288, 65:02,  -45,   50
 3032,   3519,   376, 65:02,  -51,   50
 3033,   3519,   357, 65:02,  -67,   50
 3034,   3520,   363, 65:02,  -55,   50
 3035,   3520,   843, 65:02,  -55,   50
 3036,   3521,   367, 65:02,  -53,   50
 3037,   3522,   368, 65:02,  -49,   50
 3038,   3522,   373, 65:02,  -51,   50
 3039,   3523,   363, 65:02,  -54,   50
 3040,   3523,   363, 65:02,  -55,   50
 3041,   3524,   365, 65:02,  -54,   50
 3042,   3524,   367, 65:02,  -54,   50
 3043,   3525,   369, 65:02,  -54,   50
 3044,   3525,   363, 65:02,  -54,   50
 3045,   3526,   315, 65:02,  -53,   50
 3046,   3526,   837, 65:02,  -54,   50
 3047,   3527,   833, 65:02,  -54,   50
 3048,   3528,   358, 65:02,  -54,   50
 3049,   3528,   370, 65:02,  -53,   50
 3050,   3529,   346, 65:02,  -54,   50
 3051,   3529,   368, 65:02,  -54,   50
 3052,   3530,   357, 65:02,  -53,   50
 3053,   3530,   359, 65:02,  -55,   50
 3054,   3531,   368, 65:02,  -55,   50
 3055,   3531,   369, 65:02,  -54,   50
 3056,   3532,   351, 65:02,  -53,   50
 3057,   3532,   833, 65:02,  -55,   50
 3058,   3533,   361, 65:02,  -54,   50
 3059,   3534,   301, 65:02,  -55,   50
 3060,   3534,   329, 65:02,  -54,   50
 3061,   3535,  1347, 65:02,  -56,   50
 3062,   3536,   368, 65:02,  -55,   50
 3063,   3537,   379, 65:02,  -54,   50
 3064,   3537,   382, 65:02,  -55,   50
 3065,   3538,   390, 65:02,  -55,   50
 3066,   3538,   381, 65:02,  -54,   50
 3067,   3539,   861, 65:02,  -54,   50
 3068,   3539,   379, 65:02,  -54,   50
 3069,   3540,   386, 65:02,  -54,   50
 3070,   3540,   382, 65:02,  -55,   50
 3071,   3541,   863, 65:02,  -54,   50
 3072,   3542,   377, 65:02,  -55,   50
 3073,   3542,   326, 65:02,  -54,   50
 3074,   3543,   863, 65:02,  -54,   50
 3075,   3544,   378, 65:02,  -54,   50
 3076,   3544,   377, 65:02,  -54,   50
 3077,   3545,   383, 65:02,  -54,   50
 3078,   3545,   374, 65:02,  -55,   50
 3079,   3546,   380, 65:02,  -54,   50
 3080,   3546,   372, 65:02,  -55,   50
 3081,   3547,   385, 65:02,  -54,   50
 3082,   3547,   380, 65:02,  -55,   50
 3083,   3548,   378, 65:02,  -55,   50
 3084,   3548,   381, 65:02,  -55,   50
 3085,   3549,   381, 65:02,  -55,   50
 3086,   3549,   370, 65:02,  -55,   50
 3087,   3550,   327, 65:02,  -54,   50
 3088,   3550,   373, 65:02,  -55,   50
 3089,   3551,   378, 65:02,  -55,   50
 3090,   3551,   381, 65:02,  -55,   50
 3091,   3551,   837, 65:02,  -55,   50
 3092,   3552,   379, 65:02,  -55,   50
 3093,   3553,   870, 65:02,  -54,   50
 3094,   3554,   364, 65:02,  -55,   50
 3095,   3554,   846, 65:02,  -54,   50
 3096,   3555,   382, 65:02,  -54,   50
 3097,   3556,   383, 65:02,  -55,   50
 3098,   3556,   849, 65:02,  -54,   50
 3099,   3557,   861, 65:02,  -54,   50
 3100,   3558,   365, 65:02,  -54,   50
 3101,   3559,   319, 65:02,  -54,   50
 3102,   3559,   372, 65:02,  -55,   50
 3103,   3560,   381, 65:02,  -55,   50
 3104,   3560,   369, 65:02,  -55,   50
 3105,   3561,   384, 65:02,  -55,   50
 3106,   3561,   365, 65:02,  -54,   50
 3107,   3562,   367, 65:02,  -54,   50
 3108,   3562,   864, 65:02,  -54,   50
 3109,   3563,   361, 65:02,  -53,   50
 3110,   3563,   386, 65:02,  -54,   50
 3111,   3564,   356, 65:02,  -55,   50
 3112,   3564,   377, 65:02,  -54,   50
 3113,   3565,   368, 65:02,  -55,   50
 3114,   3565,   370, 65:02,  -53,   50
 3115,   3566,   311, 65:02,  -54,   50
 3116,   3566,   369, 65:02,  -55,   50
 3117,   3567,   374, 65:02,  -55,   50
 3118,   3567,   362, 65:02,  -53,   50
 3119,   3568,   367, 65:02,  -53,   50
 3120,   3568,   373, 65:02,  -54,   50
 3121,   3569,   366, 65:02,  -55,   50
 3122,   3569,   861, 65:02,  -54,   50
 3123,   3570,   854, 65:02,  -54,   50
 3124,   3571,   363, 65:02,  -55,   50
 3125,   3572,   353, 65:02,  -55,   50
 3126,   3572,   367, 65:02,  -55,   50
 3127,   3573,   359, 65:02,  -55,   50
 3128,   3573,   369, 65:02,  -54,   50
 3129,   3574,   322, 65:02,  -54,   50
 3130,   3574,   848, 65:02,  -54,   50
 3131,   3575,   838, 65:02,  -54,   50
 3132,   3576,   368, 65:02,  -55,   50
 3133,   3576,   370, 65:02,  -54,   50
 3134,   3577,   373, 65:02,  -54,   50
 3135,   3577,   365, 65:02,  -53,   50
 3136,   3578,   375, 65:02,  -54,   50
 3137,   3578,   343, 65:02,  -54,   50
 3138,   3579,   367, 65:02,  -55,   50
 3139,   3579,   834, 65:02,  -55,   50
 3140,   3580,   380, 65:02,  -54,   50
 3141,   3581,   829, 65:02,  -55,   50
 3142,   3582,   366, 65:02,  -55,   50
 3143,   3582,   307, 65:02,  -54,   50
 3144,   3583,   360, 65:02,  -54,   50
 3145,   3583,   373, 65:02,  -53,   50
 3146,   3584,   352, 65:02,  -54,   50
 3147,   3584,   367, 65:02,  -54,   50
 3148,   3585,   364, 65:02,  -54,   50
 3149,   3585,   358, 65:02,  -54,   50
 3150,   3586,   368, 65:02,  -53,   50
 3151,   3586,   843, 65:02,  -55,   50
 3152,   3587,   852, 65:02,  -54,   50
 3153,   3588,   355, 65:02,  -54,   50
 3154,   3588,   359, 65:02,  -54,   50
 3155,   3589,   367, 65:02,  -54,   50
 3156,   3589,   365, 65:02,  -54,   50
 3157,   3590,   306, 65:02,  -54,   50
 3158,   3590,   364, 65:02,  -54,   50
 3159,   3591,   365, 65:02,  -54,   50
 3160,   3591,   365, 65:02,  -55,   50
 3161,   3592,   358, 65:02,  -55,   50
 3162,   3592,   346, 65:02,  -53,   50
