   id,  t_abs,t_diff,  addr, rssi,  lane
 1356,   1659,   878, 65:02,  -72,   26
 1357,   1660,   832, 65:02,  -71,   26
 1358,   1661,   382, 65:02,  -86,   26
 1359,   1662,   855, 65:02,  -69,   26
 1360,   1663,   378, 65:02,  -77,   26
 1361,   1663,   369, 65:02,  -60,   26
 1362,   1664,   377, 65:02,  -64,   26
 1363,   1664,   377, 65:02,  -73,   26
 1364,   1665,   379, 65:02,  -78,   26
 1365,   1665,   317, 65:02,  -94,   26
 1366,   1665,   859, 65:02,  -75,   26
 1367,   1666,   369, 65:02,  -88,   26
 1368,   1667,   382, 65:02,  -90,   26
 1369,   1667,  1336, 65:02,  -81,   26
 1370,   1669,  1325, 65:02,  -74,   26
 1371,   1670,   360, 65:02,  -80,   26
 1372,   1671,   369, 65:02,  -79,   26
 1373,   1671,   854, 65:02,  -68,   26
 1374,   1672,   354, 65:02,  -57,   26
 1375,   1673,   352, 65:02,  -53,   26
 1376,   1673,   375, 65:02,  -53,   26
 1377,   1674,   371, 65:02,  -53,   26
 1378,   1674,   370, 65:02,  -52,   26
 1379,   1675,   317, 65:02,  -52,   26
 1380,   1675,   372, 65:02,  -52,   26
 1381,   1676,   372, 65:02,  -53,   26
 1382,   1676,   373, 65:02,  -53,   26
 1383,   1677,   847, 65:02,  -53,   26
 1384,   1677,   378, 65:02,  -53,   26
 1385,   1678,   362, 65:02,  -53,   26
 1386,   1678,   368, 65:02,  -54,   26
 1387,   1679,   372, 65:02,  -54,   26
 1388,   1679,   380, 65:02,  -54,   26
 1389,   1680,   364, 65:02,  -54,   26
 1390,   1680,   369, 65:02,  -54,   26
 1391,   1681,   371, 65:02,  -54,   26
 1392,   1681,   363, 65:02,  -53,   26
 1393,   1682,   313, 65:02,  -52,   26
 1394,   1682,   366, 65:02,  -54,   26
 1395,   1683,   374, 65:02,  -54,   26
 1396,   1683,   363, 65:02,  -52,   26
 1397,   1684,   359, 65:02,  -52,   26
 1398,   1684,   371, 65:02,  -54,   26
 1399,   1685,   368, 65:02,  -52,   26
 1400,   1685,   370, 65:02,  -54,   26
 1401,   1686,   367, 65:02,  -54,   26
 1402,   1686,   366, 65:02,  -54,   26
 1403,   1687,   368, 65:02,  -54,   26
 1404,   1687,   369, 65:02,  -52,   26
 1405,   1688,   364, 65:02,  -53,   26
 1406,   1688,   366, 65:02,  -53,   26
 1407,   1689,   313, 65:02,  -52,   26
 1408,   1689,   363, 65:02,  -54,   26
 1409,   1690,   351, 65:02,  -52,   26
 1410,   1690,   359, 65:02,  -52,   26
 1411,   1690,   362, 65:02,  -52,   26
 1412,   1691,   371, 65:02,  -54,   26
 1413,   1691,   366, 65:02,  -54,   26
 1414,   1692,   370, 65:02,  -54,   26
 1415,   1692,   344, 65:02,  -52,   26
 1416,   1693,   368, 65:02,  -52,   26
 1417,   1693,   364, 65:02,  -53,   26
 1418,   1694,   365, 65:02,  -53,   26
 1419,   1694,   366, 65:02,  -54,   26
 1420,   1695,   361, 65:02,  -53,   26
 1421,   1695,   312, 65:02,  -52,   26
 1422,   1696,   361, 65:02,  -53,   26
 1423,   1696,   363, 65:02,  -54,   26
 1424,   1697,   369, 65:02,  -54,   26
 1425,   1697,   338, 65:02,  -52,   26
 1426,   1698,   380, 65:02,  -52,   26
 1427,   1698,   386, 65:02,  -54,   26
 1428,   1699,   372, 65:02,  -54,   26
 1429,   1699,   384, 65:02,  -54,   26
 1430,   1700,   389, 65:02,  -54,   26
 1431,   1700,   381, 65:02,  -54,   26
 1432,   1701,   383, 65:02,  -54,   26
 1433,   1701,   380, 65:02,  -54,   26
 1434,   1701,   384, 65:02,  -53,   26
 1435,   1702,   325, 65:02,  -52,   26
 1436,   1702,   386, 65:02,  -54,   26
 1437,   1703,   383, 65:02,  -54,   26
 1438,   1703,   379, 65:02,  -52,   26
 1439,   1704,   384, 65:02,  -54,   26
 1440,   1704,   373, 65:02,  -54,   26
 1441,   1705,   385, 65:02,  -54,   26
 1442,   1705,   382, 65:02,  -54,   26
 1443,   1706,   377, 65:02,  -54,   26
 1444,   1706,   377, 65:02,  -54,   26
 1445,   1707,   857, 65:02,  -52,   26
 1446,   1708,   383, 65:02,  -54,   26
 1447,   1708,   381, 65:02,  -54,   26
 1448,   1709,   374, 65:02,  -54,   26
 1449,   1709,   326, 65:02,  -52,   26
 1450,   1710,   388, 65:02,  -52,   26
 1451,   1710,   368, 65:02,  -54,   26
 1452,   1711,   374, 65:02,  -53,   26
 1453,   1711,   377, 65:02,  -54,   26
 1454,   1712,   384, 65:02,  -54,   26
 1455,   1712,   376, 65:02,  -54,   26
 1456,   1713,   375, 65:02,  -54,   26
 1457,   1713,   851, 65:02,  -52,   26
 1458,   1714,   382, 65:02,  -54,   26
 1459,   1714,   377, 65:02,  -54,   26
 1460,   1715,   378, 65:02,  -54,   26
 1461,   1715,   375, 65:02,  -54,   26
 1462,   1716,   371, 65:02,  -54,   26
 1463,   1716,   331, 65:02,  -53,   26
 1464,   1717,   366, 65:02,  -54,   26
 1465,   1717,   381, 65:02,  -52,   26
 1466,   1718,   370, 65:02,  -54,   26
 1467,   1718,   373, 65:02,  -54,   26
 1468,   1719,   379, 65:02,  -54,   26
 1469,   1719,   373, 65:02,  -54,   26
 1470,   1720,   371, 65:02,  -54,   26
 1471,   1720,   374, 65:02,  -53,   26
 1472,   1721,   372, 65:02,  -54,   26
 1473,   1721,   845, 65:02,  -52,   26
 1474,   1722,   367, 65:02,  -54,   26
 1475,   1723,   370, 65:02,  -52,   26
 1476,   1723,   370, 65:02,  -54,   26
 1477,   1724,   321, 65:02,  -52,   26
 1478,   1724,   376, 65:02,  -54,   26
 1479,   1725,   368, 65:02,  -54,   26
 1480,   1725,   366, 65:02,  -54,   26
 1481,   1725,   371, 65:02,  -54,   26
 1482,   1726,   378, 65:02,  -54,   26
 1483,   1726,   374, 65:02,  -54,   26
 1484,   1727,   366, 65:02,  -52,   26
 1485,   1727,   376, 65:02,  -54,   26
 1486,   1728,   361, 65:02,  -54,   26
 1487,   1728,   377, 65:02,  -54,   26
 1488,   1729,   368, 65:02,  -53,   26
 1489,   1729,   374, 65:02,  -54,   26
 1490,   1730,   373, 65:02,  -54,   26
 1491,   1730,   310, 65:02,  -52,   26
 1492,   1731,   381, 65:02,  -52,   26
 1493,   1731,   837, 65:02,  -53,   26
 1494,   1732,   373, 65:02,  -54,   26
 1495,   1733,   348, 65:02,  -53,   26
 1496,   1733,   379, 65:02,  -54,   26
 1497,   1734,   337, 65:02,  -52,   26
 1498,   1734,   368, 65:02,  -53,   26
 1499,   1735,   373, 65:02,  -54,   26
 1500,   1735,   370, 65:02,  -54,   26
 1501,   1736,   361, 65:02,  -53,   26
 1502,   1736,   372, 65:02,  -54,   26
 1503,   1737,   359, 65:02,  -54,   26
 1504,   1737,   375, 65:02,  -54,   26
 1505,   1738,   307, 65:02,  -54,   26
 1506,   1738,   371, 65:02,  -54,   26
 1507,   1738,   366, 65:02,  -54,   26
 1508,   1739,   368, 65:02,  -54,   26
 1509,   1739,   364, 65:02,  -54,   26
 1510,   1740,   368, 65:02,  -54,   26
 1511,   1740,   368, 65:02,  -53,   26
 1512,   1741,   364, 65:02,  -53,   26
 1513,   1741,   838, 65:02,  -54,   26
 1514,   1742,   369, 65:02,  -53,   26
 1515,   1743,   369, 65:02,  -54,   26
 1516,   1743,   367, 65:02,  -54,   26
 1517,   1744,   361, 65:02,  -54,   26
 1518,   1744,   367, 65:02,  -54,   26
 1519,   1745,   307, 65:02,  -52,   26
 1520,   1745,   365, 65:02,  -54,   26
 1521,   1746,   363, 65:02,  -54,   26
 1522,   1746,   368, 65:02,  -54,   26
 1523,   1747,   364, 65:02,  -52,   26
 1524,   1747,   360, 65:02,  -53,   26
 1525,   1748,   363, 65:02,  -52,   26
 1526,   1748,   368, 65:02,  -52,   26
 1527,   1749,   804, 65:02,  -53,   26
 1528,   1749,   382, 65:02,  -52,   26
 1529,   1750,   383, 65:02,  -54,   26
 1530,   1750,   379, 65:02,  -54,   26
 1531,   1751,   384, 65:02,  -52,   26
 1532,   1751,   390, 65:02,  -54,   26
 1533,   1752,   315, 65:02,  -52,   26
 1534,   1752,   380, 65:02,  -54,   26
 1535,   1753,   376, 65:02,  -54,   26
 1536,   1753,   386, 65:02,  -52,   26
 1537,   1754,   384, 65:02,  -54,   26
 1538,   1754,   373, 65:02,  -54,   26
 1539,   1755,   391, 65:02,  -52,   26
 1540,   1755,   378, 65:02,  -54,   26
 1541,   1756,   854, 65:02,  -52,   26
 1542,   1757,   381, 65:02,  -54,   26
 1543,   1757,   867, 65:02,  -52,   26
 1544,   1758,   371, 65:02,  -54,   26
 1545,   1759,   386, 65:02,  -54,   26
 1546,   1759,   373, 65:02,  -54,   26
 1547,   1760,   333, 65:02,  -52,   26
 1548,   1760,   371, 65:02,  -54,   26
 1549,   1761,   386, 65:02,  -54,   26
 1550,   1761,   371, 65:02,  -54,   26
 1551,   1761,   387, 65:02,  -54,   26
 1552,   1762,   370, 65:02,  -54,   26
 1553,   1762,   386, 65:02,  -54,   26
 1554,   1763,   375, 65:02,  -53,   26
 1555,   1763,   373, 65:02,  -54,   26
 1556,   1764,   380, 65:02,  -54,   26
 1557,   1764,   384, 65:02,  -53,   26
 1558,   1765,   378, 65:02,  -53,   26
 1559,   1765,   375, 65:02,  -53,   26
 1560,   1766,   373, 65:02,  -54,   26
 1561,   1766,   324, 65:02,  -52,   26
 1562,   1767,   381, 65:02,  -54,   26
 1563,   1767,   377, 65:02,  -54,   26
 1564,   1768,   371, 65:02,  -53,   26
 1565,   1768,   381, 65:02,  -54,   26
 1566,   1769,   854, 65:02,  -52,   26
 1567,   1770,   376, 65:02,  -54,   26
 1568,   1770,   358, 65:02,  -54,   26
 1569,   1771,   372, 65:02,  -54,   26
 1570,   1771,   380, 65:02,  -53,   26
 1571,   1772,   848, 65:02,  -52,   26
 1572,   1773,   374, 65:02,  -54,   26
 1573,   1773,   349, 65:02,  -53,   26
 1574,   1773,   380, 65:02,  -54,   26
 1575,   1774,   314, 65:02,  -52,   26
 1576,   1774,   377, 65:02,  -54,   26
 1577,   1775,   367, 65:02,  -52,   26
 1578,   1775,   369, 65:02,  -54,   26
 1579,   1776,   368, 65:02,  -54,   26
 1580,   1776,   364, 65:02,  -54,   26
 1581,   1777,   372, 65:02,  -54,   26
 1582,   1777,   846, 65:02,  -54,   26
 1583,   1778,   375, 65:02,  -54,   26
 1584,   1779,   367, 65:02,  -54,   26
 1585,   1779,   380, 65:02,  -54,   26
 1586,   1780,   366, 65:02,  -53,   26
 1587,   1780,   376, 65:02,  -54,   26
 1588,   1781,   368, 65:02,  -54,   26
 1589,   1781,   801, 65:02,  -54,   26
 1590,   1782,   369, 65:02,  -54,   26
 1591,   1783,   366, 65:02,  -53,   26
 1592,   1783,   367, 65:02,  -54,   26
 1593,   1784,   376, 65:02,  -54,   26
 1594,   1784,   369, 65:02,  -54,   26
 1595,   1785,   367, 65:02,  -54,   26
 1596,   1785,   361, 65:02,  -54,   26
 1597,   1786,   363, 65:02,  -54,   26
 1598,   1786,   373, 65:02,  -54,   26
 1599,   1786,   371, 65:02,  -53,   26
 1600,   1787,   841, 65:02,  -54,   26
 1601,   1788,   370, 65:02,  -54,   26
 1602,   1788,   370, 65:02,  -54,   26
 1603,   1789,   308, 65:02,  -52,   26
 1604,   1789,   369, 65:02,  -53,   26
 1605,   1790,   373, 65:02,  -52,   26
 1606,   1790,   360, 65:02,  -54,   26
 1607,   1791,   355, 65:02,  -53,   26
 1608,   1791,   356, 65:02,  -52,   26
 1609,   1792,   366, 65:02,  -54,   26
 1610,   1792,   372, 65:02,  -54,   26
 1611,   1793,   361, 65:02,  -53,   26
 1612,   1793,   346, 65:02,  -53,   26
 1613,   1794,   368, 65:02,  -54,   26
 1614,   1794,   371, 65:02,  -54,   26
 1615,   1795,   363, 65:02,  -52,   26
 1616,   1795,   368, 65:02,  -52,   26
 1617,   1796,   289, 65:02,  -54,   26
 1618,   1796,   370, 65:02,  -54,   26
 1619,   1797,   351, 65:02,  -54,   26
 1620,   1797,   358, 65:02,  -53,   26
 1621,   1798,   343, 65:02,  -52,   26
 1622,   1798,   364, 65:02,  -54,   26
 1623,   1798,   364, 65:02,  -54,   26
 1624,   1799,   367, 65:02,  -54,   26
 1625,   1799,   363, 65:02,  -54,   26
 1626,   1800,   363, 65:02,  -54,   26
 1627,   1800,   359, 65:02,  -54,   26
 1628,   1801,   366, 65:02,  -54,   26
 1629,   1801,   344, 65:02,  -52,   26
 1630,   1802,   383, 65:02,  -54,   26
 1631,   1802,   331, 65:02,  -52,   26
 1632,   1803,   373, 65:02,  -54,   26
 1633,   1803,   388, 65:02,  -54,   26
 1634,   1804,   403, 65:02,  -54,   26
 1635,   1804,   844, 65:02,  -52,   26
 1636,   1805,   379, 65:02,  -52,   26
 1637,   1806,   382, 65:02,  -54,   26
 1638,   1806,   376, 65:02,  -54,   26
 1639,   1807,   389, 65:02,  -52,   26
 1640,   1807,   372, 65:02,  -54,   26
 1641,   1808,   386, 65:02,  -52,   26
 1642,   1808,   375, 65:02,  -54,   26
 1643,   1809,   387, 65:02,  -54,   26
 1644,   1809,   836, 65:02,  -52,   26
 1645,   1810,   338, 65:02,  -52,   26
 1646,   1810,   364, 65:02,  -54,   26
 1647,   1811,   371, 65:02,  -54,   26
 1648,   1811,   387, 65:02,  -52,   26
 1649,   1812,   864, 65:02,  -52,   26
 1650,   1813,   357, 65:02,  -52,   26
 1651,   1813,   380, 65:02,  -54,   26
 1652,   1814,   376, 65:02,  -54,   26
 1653,   1814,   376, 65:02,  -54,   26
 1654,   1815,   381, 65:02,  -54,   26
 1655,   1815,   371, 65:02,  -54,   26
 1656,   1816,   382, 65:02,  -54,   26
 1657,   1816,   856, 65:02,  -52,   26
 1658,   1817,   381, 65:02,  -54,   26
 1659,   1818,   326, 65:02,  -52,   26
 1660,   1818,   848, 65:02,  -54,   26
 1661,   1819,   377, 65:02,  -54,   26
 1662,   1820,   376, 65:02,  -54,   26
 1663,   1820,   382, 65:02,  -54,   26
 1664,   1821,   372, 65:02,  -54,   26
 1665,   1821,   384, 65:02,  -54,   26
 1666,   1821,   368, 65:02,  -54,   26
 1667,   1822,   387, 65:02,  -52,   26
 1668,   1822,   363, 65:02,  -54,   26
 1669,   1823,   366, 65:02,  -54,   26
 1670,   1823,   379, 65:02,  -52,   26
 1671,   1824,   369, 65:02,  -54,   26
 1672,   1824,   374, 65:02,  -53,   26
 1673,   1825,   313, 65:02,  -52,   26
 1674,   1825,   358, 65:02,  -52,   26
 1675,   1826,   851, 65:02,  -53,   26
 1676,   1827,   376, 65:02,  -53,   26
 1677,   1827,   371, 65:02,  -54,   26
 1678,   1828,   860, 65:02,  -52,   26
 1679,   1829,   373, 65:02,  -54,   26
 1680,   1829,   374, 65:02,  -53,   26
 1681,   1830,  1329, 65:02,  -52,   26
 1682,   1831,   368, 65:02,  -54,   26
 1683,   1832,   378, 65:02,  -54,   26
 1684,   1832,   370, 65:02,  -54,   26
 1685,   1833,   375, 65:02,  -54,   26
 1686,   1833,   374, 65:02,  -54,   26
 1687,   1834,   318, 65:02,  -52,   26
 1688,   1834,   368, 65:02,  -54,   26
 1689,   1834,   360, 65:02,  -54,   26
 1690,   1835,   373, 65:02,  -54,   26
 1691,   1835,   375, 65:02,  -54,   26
 1692,   1836,   361, 65:02,  -54,   26
 1693,   1836,   370, 65:02,  -54,   26
 1694,   1837,   360, 65:02,  -54,   26
 1695,   1837,   372, 65:02,  -54,   26
 1696,   1838,   847, 65:02,  -54,   26
 1697,   1839,   370, 65:02,  -54,   26
 1698,   1839,   372, 65:02,  -54,   26
 1699,   1840,   367, 65:02,  -53,   26
 1700,   1840,   373, 65:02,  -54,   26
 1701,   1841,   314, 65:02,  -52,   26
 1702,   1841,   852, 65:02,  -54,   26
 1703,   1842,   356, 65:02,  -52,   26
 1704,   1843,   372, 65:02,  -54,   26
 1705,   1843,   362, 65:02,  -53,   26
 1706,   1844,   382, 65:02,  -54,   26
 1707,   1844,   362, 65:02,  -52,   26
 1708,   1845,   366, 65:02,  -53,   26
 1709,   1845,   363, 65:02,  -53,   26
 1710,   1846,   364, 65:02,  -53,   26
 1711,   1846,   845, 65:02,  -54,   26
 1712,   1847,   853, 65:02,  -52,   26
 1713,   1848,   369, 65:02,  -54,   26
 1714,   1848,   365, 65:02,  -53,   26
 1715,   1849,   309, 65:02,  -52,   26
 1716,   1849,   368, 65:02,  -53,   26
 1717,   1850,   366, 65:02,  -52,   26
 1718,   1850,   361, 65:02,  -52,   26
 1719,   1851,   839, 65:02,  -53,   26
 1720,   1852,   848, 65:02,  -53,   26
 1721,   1853,   853, 65:02,  -52,   26
 1722,   1854,   840, 65:02,  -52,   26
 1723,   1855,   366, 65:02,  -54,   26
 1724,   1855,   354, 65:02,  -52,   26
 1725,   1856,   363, 65:02,  -52,   26
 1726,   1856,   375, 65:02,  -54,   26
 1727,   1857,   840, 65:02,  -52,   26
 1728,   1858,   364, 65:02,  -54,   26
 1729,   1858,   312, 65:02,  -52,   26
 1730,   1858,   367, 65:02,  -53,   26
 1731,   1859,   335, 65:02,  -52,   26
 1732,   1859,   384, 65:02,  -54,   26
 1733,   1860,   380, 65:02,  -52,   26
 1734,   1860,   378, 65:02,  -53,   26
 1735,   1861,   389, 65:02,  -53,   26
 1736,   1861,   379, 65:02,  -53,   26
 1737,   1862,   385, 65:02,  -53,   26
 1738,   1862,   383, 65:02,  -53,   26
 1739,   1863,   380, 65:02,  -54,   26
 1740,   1863,   378, 65:02,  -54,   26
 1741,   1864,   386, 65:02,  -52,   26
 1742,   1864,   382, 65:02,  -54,   26
 1743,   1865,   319, 65:02,  -52,   26
 1744,   1865,   387, 65:02,  -52,   26
 1745,   1866,   855, 65:02,  -52,   26
 1746,   1867,   385, 65:02,  -52,   26
 1747,   1867,   380, 65:02,  -54,   26
 1748,   1868,   374, 65:02,  -53,   26
 1749,   1868,   392, 65:02,  -52,   26
 1750,   1869,   381, 65:02,  -53,   26
 1751,   1869,   371, 65:02,  -53,   26
 1752,   1869,   383, 65:02,  -54,   26
 1753,   1870,   380, 65:02,  -54,   26
 1754,   1870,   381, 65:02,  -54,   26
 1755,   1871,   371, 65:02,  -54,   26
 1756,   1871,   383, 65:02,  -54,   26
 1757,   1872,   321, 65:02,  -52,   26
 1758,   1872,   382, 65:02,  -52,   26
 1759,   1873,   372, 65:02,  -53,   26
 1760,   1873,   379, 65:02,  -54,   26
 1761,   1874,   377, 65:02,  -54,   26
 1762,   1874,   376, 65:02,  -54,   26
 1763,   1875,   386, 65:02,  -53,   26
 1764,   1875,   368, 65:02,  -53,   26
 1765,   1876,   387, 65:02,  -54,   26
 1766,   1876,   362, 65:02,  -52,   26
 1767,   1877,   379, 65:02,  -54,   26
 1768,   1877,   369, 65:02,  -54,   26
 1769,   1878,   369, 65:02,  -54,   26
 1770,   1878,   375, 65:02,  -53,   26
 1771,   1879,   323, 65:02,  -52,   26
 1772,   1879,   859, 65:02,  -52,   26
 1773,   1880,   370, 65:02,  -54,   26
 1774,   1881,   374, 65:02,  -54,   26
 1775,   1881,   371, 65:02,  -54,   26
 1776,   1881,   378, 65:02,  -54,   26
 1777,   1882,   378, 65:02,  -54,   26
 1778,   1882,   371, 65:02,  -54,   26
 1779,   1883,   373, 65:02,  -54,   26
 1780,   1883,   370, 65:02,  -54,   26
 1781,   1884,   383, 65:02,  -54,   26
 1782,   1884,   368, 65:02,  -52,   26
 1783,   1885,   375, 65:02,  -53,   26
 1784,   1885,   851, 65:02,  -52,   26
 1785,   1886,   320, 65:02,  -52,   26
 1786,   1887,   367, 65:02,  -53,   26
 1787,   1887,   369, 65:02,  -54,   26
 1788,   1888,   371, 65:02,  -54,   26
 1789,   1888,   368, 65:02,  -52,   26
 1790,   1889,   376, 65:02,  -54,   26
 1791,   1889,   363, 65:02,  -53,   26
 1792,   1890,   369, 65:02,  -54,   26
 1793,   1890,   376, 65:02,  -53,   26
 1794,   1891,   372, 65:02,  -54,   26
 1795,   1891,   361, 65:02,  -54,   26
 1796,   1892,   377, 65:02,  -54,   26
 1797,   1892,   364, 65:02,  -53,   26
 1798,   1893,   368, 65:02,  -52,   26
 1799,   1893,   320, 65:02,  -52,   26
 1800,   1894,   365, 65:02,  -53,   26
 1801,   1894,   365, 65:02,  -54,   26
 1802,   1894,   368, 65:02,  -54,   26
 1803,   1895,   847, 65:02,  -54,   26
 1804,   1896,   374, 65:02,  -54,   26
 1805,   1896,   369, 65:02,  -53,   26
 1806,   1897,   364, 65:02,  -54,   26
 1807,   1897,   377, 65:02,  -54,   26
 1808,   1898,   365, 65:02,  -53,   26
 1809,   1898,   362, 65:02,  -54,   26
 1810,   1899,   371, 65:02,  -53,   26
 1811,   1899,   364, 65:02,  -54,   26
 1812,   1900,   368, 65:02,  -54,   26
 1813,   1900,   314, 65:02,  -52,   26
 1814,   1901,   368, 65:02,  -53,   26
 1815,   1901,   845, 65:02,  -52,   26
 1816,   1902,   359, 65:02,  -52,   26
 1817,   1903,   369, 65:02,  -54,   26
 1818,   1903,   843, 65:02,  -52,   26
 1819,   1904,   358, 65:02,  -53,   26
 1820,   1905,   370, 65:02,  -54,   26
 1821,   1905,   845, 65:02,  -52,   26
 1822,   1906,   360, 65:02,  -54,   26
 1823,   1906,   370, 65:02,  -54,   26
 1824,   1907,   367, 65:02,  -53,   26
 1825,   1907,   359, 65:02,  -52,   26
 1826,   1908,   369, 65:02,  -52,   26
 1827,   1908,   793, 65:02,  -53,   26
 1828,   1909,   370, 65:02,  -54,   26
 1829,   1910,   343, 65:02,  -52,   26
 1830,   1910,   387, 65:02,  -52,   26
 1831,   1911,   343, 65:02,  -52,   26
 1832,   1911,   834, 65:02,  -52,   26
 1833,   1912,   336, 65:02,  -52,   26
 1834,   1913,   384, 65:02,  -53,   26
 1835,   1913,   367, 65:02,  -54,   26
 1836,   1914,   383, 65:02,  -53,   26
 1837,   1914,   384, 65:02,  -54,   26
 1838,   1915,   384, 65:02,  -52,   26
 1839,   1915,   375, 65:02,  -53,   26
 1840,   1916,   388, 65:02,  -52,   26
 1841,   1916,   319, 65:02,  -52,   26
 1842,   1917,   382, 65:02,  -54,   26
 1843,   1917,   382, 65:02,  -52,   26
 1844,   1917,   864, 65:02,  -52,   26
 1845,   1918,   372, 65:02,  -54,   26
 1846,   1919,   397, 65:02,  -54,   26
 1847,   1919,   355, 65:02,  -53,   26
 1848,   1920,   866, 65:02,  -52,   26
 1849,   1921,   379, 65:02,  -53,   26
 1850,   1921,   380, 65:02,  -53,   26
 1851,   1922,   364, 65:02,  -54,   26
 1852,   1922,   385, 65:02,  -53,   26
 1853,   1923,   382, 65:02,  -54,   26
 1854,   1923,   376, 65:02,  -53,   26
 1855,   1924,   334, 65:02,  -52,   26
 1856,   1924,   381, 65:02,  -53,   26
 1857,   1925,   372, 65:02,  -53,   26
 1858,   1925,   385, 65:02,  -54,   26
 1859,   1926,   380, 65:02,  -52,   26
 1860,   1926,   367, 65:02,  -53,   26
 1861,   1927,   382, 65:02,  -53,   26
 1862,   1927,   375, 65:02,  -53,   26
 1863,   1928,   381, 65:02,  -53,   26
 1864,   1928,   366, 65:02,  -52,   26
 1865,   1929,   358, 65:02,  -52,   26
 1866,   1929,   359, 65:02,  -52,   26
 1867,   1929,   858, 65:02,  -52,   26
 1868,   1930,   379, 65:02,  -54,   26
 1869,   1931,   308, 65:02,  -54,   26
 1870,   1931,   390, 65:02,  -53,   26
 1871,   1932,   381, 65:02,  -53,   26
 1872,   1932,   363, 65:02,  -52,   26
 1873,   1933,   362, 65:02,  -52,   26
 1874,   1933,   370, 65:02,  -54,   26
 1875,   1934,   374, 65:02,  -53,   26
 1876,   1934,   379, 65:02,  -52,   26
 1877,   1935,   367, 65:02,  -54,   26
 1878,   1935,   377, 65:02,  -54,   26
 1879,   1936,   378, 65:02,  -54,   26
 1880,   1936,   382, 65:02,  -53,   26
 1881,   1937,   365, 65:02,  -52,   26
 1882,   1937,   371, 65:02,  -54,   26
 1883,   1938,   325, 65:02,  -52,   26
 1884,   1938,   366, 65:02,  -52,   26
 1885,   1939,   380, 65:02,  -54,   26
 1886,   1939,   366, 65:02,  -54,   26
 1887,   1940,   366, 65:02,  -52,   26
 1888,   1940,   371, 65:02,  -52,   26
 1889,   1941,   370, 65:02,  -53,   26
 1890,   1941,   381, 65:02,  -53,   26
 1891,   1942,   371, 65:02,  -54,   26
 1892,   1942,   855, 65:02,  -52,   26
 1893,   1943,   361, 65:02,  -53,   26
 1894,   1943,   378, 65:02,  -54,   26
 1895,   1944,   372, 65:02,  -53,   26
 1896,   1944,   366, 65:02,  -52,   26
 1897,   1945,   790, 65:02,  -52,   26
 1898,   1946,   357, 65:02,  -53,   26
 1899,   1946,   374, 65:02,  -54,   26
 1900,   1947,   368, 65:02,  -54,   26
 1901,   1947,   375, 65:02,  -52,   26
 1902,   1948,   371, 65:02,  -53,   26
 1903,   1948,   373, 65:02,  -54,   26
 1904,   1949,   351, 65:02,  -53,   26
 1905,   1949,   386, 65:02,  -53,   26
 1906,   1950,   371, 65:02,  -52,   26
 1907,   1950,   361, 65:02,  -52,   26
 1908,   1951,   354, 65:02,  -52,   26
 1909,   1951,   367, 65:02,  -54,   26
 1910,   1952,   383, 65:02,  -54,   26
 1911,   1952,   303, 65:02,  -53,   26
 1912,   1953,   352, 65:02,  -52,   26
 1913,   1953,   370, 65:02,  -53,   26
 1914,   1954,   373, 65:02,  -54,   26
 1915,   1954,   363, 65:02,  -52,   26
 1916,   1954,   364, 65:02,  -53,   26
 1917,   1955,   364, 65:02,  -52,   26
 1918,   1955,   373, 65:02,  -53,   26
 1919,   1956,   365, 65:02,  -54,   26
 1920,   1956,   367, 65:02,  -54,   26
 1921,   1957,   359, 65:02,  -53,   26
 1922,   1957,   365, 65:02,  -54,   26
 1923,   1958,   379, 65:02,  -54,   26
 1924,   1958,   359, 65:02,  -52,   26
 1925,   1959,   318, 65:02,  -52,   26
 1926,   1959,   358, 65:02,  -53,   26
 1927,   1960,   839, 65:02,  -52,   26
 1928,   1961,   372, 65:02,  -53,   26
 1929,   1961,   356, 65:02,  -54,   26
 1930,   1962,   371, 65:02,  -54,   26
 1931,   1962,   354, 65:02,  -58,   26
 1932,   1963,   368, 65:02,  -75,   26
 1933,   1963,   853, 65:02,  -78,   26
 1934,   1964,   347, 65:02,  -87,   26
 1935,   1965,   356, 65:02,  -79,   26
 1936,   1965,   332, 65:02,  -74,   26
 1937,   1965,   391, 65:02,  -76,   26
 1938,   1966,   848, 65:02,  -81,   26
 1939,   1967,   326, 65:02,  -83,   26
 1940,   1967,   391, 65:02,  -86,   26
 1941,   1968,   374, 65:02,  -88,   26
 1942,   1968,   374, 65:02,  -76,   26
 1943,   1969,   385, 65:02,  -79,   26
 1944,   1969,   380, 65:02,  -81,   26
 1945,   1970,   380, 65:02,  -75,   26
 1946,   1970,   385, 65:02,  -67,   26
 1947,   1971,   383, 65:02,  -69,   26
 1948,   1971,   381, 65:02,  -64,   26
 1949,   1972,   365, 65:02,  -72,   26
 1950,   1972,   375, 65:02,  -71,   26
 1951,   1973,   386, 65:02,  -68,   26
 1952,   1973,   374, 65:02,  -66,   26
 1953,   1974,   327, 65:02,  -72,   26
 1954,   1974,   378, 65:02,  -73,   26
 1955,   1975,   375, 65:02,  -79,   26
 1956,   1975,   380, 65:02,  -75,   26
 1957,   1976,   380, 65:02,  -77,   26
 1958,   1976,   373, 65:02,  -80,   26
 1959,   1977,   376, 65:02,  -80,   26
 1960,   1977,   378, 65:02,  -82,   26
 1961,   1978,   373, 65:02,  -77,   26
 1962,   1978,   376, 65:02,  -73,   26
