475,-82
475,-80
492,-81
476,-86
958,-79
490,-82
951,-81
479,-82
511,-82
461,-91
1460,-92
450,-92
477,-79
481,-92
480,-90
477,-93
486,-92
472,-90
482,-87
484,-85
475,-94
509,-90
455,-94
485,-85
959,-83
486,-88
472,-82
509,-81
469,-83
975,-84
465,-87
464,-86
963,-82
473,-79
480,-91
501,-87
459,-91
512,-90
1405,-96
485,-86
955,-97
487,-93
473,-94
486,-95
1466,-91
489,-91
446,-93
483,-92
950,-94
483,-91
953,-97
965,-96
477,-95
483,-97
974,-93
464,-91
483,-91
487,-91
951,-90
486,-99
963,-100
476,-97
503,-102
454,-98
987,-97
450,-92
1443,-95
485,-95
954,-90
964,-91
955,-93
481,-94
483,-97
475,-96
990,-93
453,-101
479,-96
964,-94
954,-92
486,-91
473,-98
485,-99
474,-98
490,-94
1914,-92
480,-84
494,-76
497,-80
450,-82
961,-82
484,-76
499,-76
459,-77
486,-79
951,-86
484,-95
2392,-95
967,-94
478,-91
1922,-96
978,-95
5094,-120
5099,-120
5150,-120
5104,-120
5099,-120
5099,-120
2452,-101
475,-92
4820,-96
944,-95
1438,-94
963,-93
964,-98
480,-99
2408,-98
2386,-98
483,-99
2402,-101
1452,-99
2866,-95
4324,-98
5114,-120
5103,-120
5105,-120
5105,-120
4048,-99
1917,-101
2406,-99
3841,-98
1435,-102
484,-99
981,-91
1420,-91
477,-96
1449,-93
1434,-97
476,-100
483,-94
975,-97
1430,-96
3357,-102
5113,-120
5109,-120
5111,-120
5109,-120
3556,-97
5111,-120
5176,-120
3181,-100
940,-96
1434,-100
3355,-94
1449,-96
1447,-97
951,-90
1917,-97
495,-89
955,-99
949,-92
482,-101
2406,-95
1439,-94
1919,-97
3363,-93
5091,-120
5111,-120
5086,-120
5089,-120
2682,-102
3333,-99
1446,-95
2877,-93
966,-95
2880,-100
474,-96
486,-90
478,-89
480,-99
964,-94
2412,-96
1432,-95
5112,-120
1117,-104
4320,-99
2881,-98
5105,-120
5096,-120
5094,-120
5095,-120
5115,-120
3311,-100
3367,-97
2378,-99
2399,-101
964,-96
5100,-120
1134,-96
5097,-120
5102,-120
845,-94
962,-97
481,-104
2397,-100
479,-99
4321,-101
5098,-120
5109,-120
5151,-120
5098,-120
5098,-120
4206,-99
1440,-103
1925,-95
2876,-94
967,-102
468,-91
2397,-96
492,-92
956,-100
5109,-120
1135,-98
3834,-97
5168,-120
5112,-120
5104,-120
5102,-120
5115,-120
1288,-96
951,-100
3380,-94
1423,-98
1450,-97
1431,-102
2407,-95
955,-97
958,-92
1914,-99
486,-90
961,-96
2406,-98
956,-92
4793,-95
5107,-120
179,-99
5102,-120
5110,-120
5104,-120
5111,-120
5109,-120
5105,-120
1515,-98
4799,-95
483,-102
963,-91
961,-93
473,-93
967,-93
5108,-120
4969,-98
1451,-97
4311,-95
5118,-120
5136,-120
5089,-120
5105,-120
5088,-120
4714,-98
3830,-100
3374,-90
462,-86
1923,-99
2402,-95
958,-97
498,-93
5089,-120
2096,-100
5093,-120
1627,-99
2877,-95
5093,-120
5094,-120
5089,-120
5142,-120
3584,-100
3368,-103
2901,-95
1416,-100
3356,-91
967,-91
3839,-94
476,-92
481,-94
5097,-120
2098,-97
2401,-97
5097,-120
3543,-95
5149,-120
5093,-120
5097,-120
5095,-120
4524,-101
2886,-94
2399,-97
964,-97
2395,-100
3358,-101
2399,-90
484,-91
3835,-101
481,-96
1441,-99
959,-99
3842,-98
2876,-96
485,-98
5114,-120
165,-97
5102,-120
5112,-120
5100,-120
3889,-102
4802,-98
2879,-96
3359,-96
3363,-87
480,-92
477,-91
480,-89
482,-90
969,-83
965,-89
487,-78
467,-80
466,-72
483,-72
481,-63
489,-63
475,-62
474,-63
501,-63
946,-68
474,-72
486,-72
492,-74
469,-87
959,-87
1435,-85
485,-88
478,-86
482,-85
476,-89
475,-85
1446,-86
473,-91
965,-86
959,-85
481,-84
496,-93
937,-95
968,-84
500,-81
1902,-96
480,-90
473,-99
483,-88
476,-86
480,-95
962,-90
484,-86
483,-89
482,-86
477,-96
475,-87
486,-86
469,-87
488,-79
475,-91
482,-87
479,-90
481,-87
482,-87
481,-80
474,-81
479,-82
969,-77
509,-76
446,-71
478,-72
491,-74
468,-78
510,-79
458,-76
476,-76
479,-73
479,-70
494,-71
483,-77
461,-75
485,-80
494,-78
468,-77
477,-80
479,-81
484,-75
481,-72
476,-73
490,-72
470,-75
482,-72
955,-79
482,-74
483,-85
496,-87
939,-85
1447,-85
955,-90
479,-84
482,-93
473,-96
483,-84
494,-81
472,-85
479,-89
511,-85
447,-95
473,-87
964,-96
484,-85
485,-87
481,-88
1437,-96
495,-83
459,-88
493,-88
466,-86
495,-84
464,-84
477,-80
482,-82
970,-87
478,-86
954,-85
963,-87
958,-83
493,-92
472,-91
473,-82
488,-89
471,-94
501,-86
970,-92
459,-87
955,-89
1445,-96
985,-84
454,-92
474,-90
478,-94
970,-92
1436,-94
478,-93
475,-91
491,-92
502,-89
451,-94
487,-93
475,-87
487,-93
1429,-96
959,-91
482,-90
483,-91
482,-87
955,-87
488,-85
513,-91
471,-97
461,-88
474,-85
472,-96
1443,-99
486,-92
478,-89
481,-97
472,-86
484,-91
476,-88
964,-90
477,-89
486,-94
954,-92
489,-85
479,-92
477,-87
954,-88
482,-92
960,-89
481,-93
476,-90
490,-91
960,-87
478,-91
519,-87
942,-89
464,-88
508,-92
441,-98
488,-93
476,-85
963,-94
478,-93
486,-87
469,-84
488,-95
486,-94
494,-82
455,-91
1917,-85
961,-92
1453,-89
947,-95
482,-89
481,-94
476,-95
480,-84
960,-91
481,-86
481,-79
484,-88
473,-82
497,-91
472,-84
955,-85
494,-87
1457,-95
447,-94
486,-93
955,-79
487,-83
496,-87
482,-88
496,-85
437,-86
478,-85
482,-84
482,-93
479,-87
482,-89
476,-85
487,-89
476,-89
499,-100
465,-80
487,-96
470,-88
478,-84
507,-87
932,-91
481,-89
511,-86
451,-99
475,-89
485,-66
481,-58
474,-63
480,-57
516,-65
451,-66
957,-54
485,-55
472,-62
484,-58
475,-59
483,-56
480,-60
962,-63
482,-82
474,-57
487,-56
471,-64
490,-64
484,-61
475,-63
504,-62
930,-62
966,-62
474,-63
480,-65
480,-62
479,-65
516,-63
454,-62
480,-63
484,-58
463,-59
966,-58
480,-60
479,-58
478,-58
486,-58
474,-60
487,-58
477,-57
483,-58
483,-60
471,-69
508,-62
450,-58
483,-62
479,-69
497,-71
498,-73
445,-69
523,-70
435,-73
489,-70
952,-70
483,-69
484,-70
955,-73
475,-69
494,-69
953,-70
966,-72
478,-69
477,-70
484,-72
476,-70
498,-69
943,-70
478,-69
541,-69
418,-70
487,-70
508,-71
928,-68
473,-72
480,-65
969,-71
470,-70
491,-72
480,-73
954,-72
961,-72
477,-72
500,-71
954,-72
468,-70
473,-71
492,-70
952,-70
988,-70
1892,-70
477,-71
486,-70
1921,-71
509,-73
477,-70
452,-72
961,-71
966,-73
502,-71
455,-74
508,-71
1411,-72
479,-73
476,-71
488,-71
476,-71
485,-70
504,-70
446,-70
486,-71
513,-71
470,-73
454,-70
964,-71
480,-72
475,-71
490,-71
472,-72
484,-71
1442,-73
498,-72
454,-73
479,-73
478,-73
489,-72
477,-71
484,-73
983,-71
450,-72
995,-72
474,-72
936,-72
478,-72
956,-72
501,-70
484,-73
459,-72
472,-71
513,-72
452,-72
487,-72
475,-72
973,-72
475,-71
476,-72
501,-72
482,-71
484,-72
453,-71
471,-71
490,-71
470,-71
486,-72
505,-72
467,-71
471,-71
958,-72
490,-71
474,-70
469,-71
487,-71
487,-71
470,-73
477,-71
513,-71
931,-71
481,-71
508,-70
456,-72
952,-71
489,-71
472,-71
492,-71
471,-72
488,-71
474,-71
482,-72
473,-72
1445,-73
474,-71
486,-71
980,-71
932,-70
489,-73
480,-70
476,-71
515,-71
445,-73
482,-70
479,-72
522,-71
463,-72
928,-71
495,-70
475,-71
957,-72
487,-71
468,-70
486,-75
482,-78
960,-73
957,-71
1440,-73
482,-69
474,-69
479,-69
521,-70
1412,-69
474,-69
958,-71
483,-70
473,-70
480,-69
521,-72
468,-72
456,-72
473,-70
962,-70
486,-70
477,-70
478,-72
484,-69
496,-70
470,-70
469,-73
489,-70
951,-70
490,-69
467,-71
967,-70
480,-71
480,-69
511,-72
454,-72
951,-70
478,-70
487,-70
477,-70
516,-69
926,-70
956,-70
479,-69
496,-69
467,-70
481,-71
963,-70
474,-69
483,-69
484,-72
991,-70
463,-71
461,-70
497,-70
463,-69
488,-70
471,-70
482,-70
482,-70
477,-72
962,-71
484,-71
476,-70
475,-69
486,-71
483,-70
479,-72
475,-69
483,-70
478,-69
511,-69
488,-71
437,-71
479,-69
973,-69
476,-70
533,-69
449,-70
461,-72
474,-71
482,-69
482,-71
960,-70
479,-71
961,-70
984,-70
454,-69
481,-70
473,-70
489,-72
471,-70
522,-71
444,-72
959,-69
493,-69
467,-69
964,-70
515,-69
438,-72
490,-69
957,-72
476,-69
483,-69
480,-70
499,-70
458,-69
493,-69
466,-69
476,-70
487,-70
481,-69
479,-69
484,-69
470,-69
489,-69
472,-72
481,-69
476,-70
515,-70
457,-70
472,-69
495,-70
947,-70
512,-69
445,-71
477,-69
480,-69
965,-72
509,-69
963,-69
444,-72
492,-69
470,-72
966,-72
956,-71
517,-70
949,-69
449,-72
484,-70
511,-70
473,-71
458,-73
971,-70
948,-69
516,-69
462,-70
462,-72
475,-69
961,-69
968,-71
503,-71
453,-72
510,-72
451,-72
475,-69
497,-69
471,-71
473,-69
486,-72
477,-69
480,-69
1448,-71
487,-72
511,-71
457,-70
450,-69
972,-71
504,-69
445,-69
485,-70
486,-69
480,-72
471,-69
973,-72
466,-69
484,-69
482,-68
970,-72
466,-69
973,-69
473,-69
484,-71
495,-69
460,-69
988,-70
929,-69
483,-69
475,-69
488,-70
480,-69
476,-70
484,-70
477,-69
476,-69
485,-72
989,-72
930,-70
483,-69
958,-69
480,-72
472,-68
482,-70
484,-69
954,-69
504,-69
460,-69
505,-69
501,-69
1398,-70
513,-72
442,-72
962,-70
480,-72
484,-69
990,-70
443,-72
503,-69
454,-69
1450,-69
954,-69
485,-68
473,-70
996,-72
931,-68
487,-70
465,-72
482,-70
480,-69
482,-69
484,-69
471,-69
533,-69
429,-72
481,-69
519,-69
451,-69
512,-69
446,-71
486,-70
467,-70
485,-69
482,-70
480,-72
1918,-69
985,-70
456,-72
978,-69
461,-72
491,-69
467,-72
504,-72
455,-72
484,-70
473,-71
972,-71
954,-70
476,-69
483,-70
478,-69
484,-72
479,-69
471,-69
489,-69
482,-68
472,-72
962,-71
480,-69
477,-68
487,-69
499,-71
937,-70
511,-69
448,-72
514,-72
445,-72
483,-70
480,-70
486,-70
495,-69
453,-69
510,-70
475,-72
455,-69
486,-69
489,-72
467,-69
482,-70
486,-70
474,-69
486,-69
477,-69
492,-70
477,-69
469,-71
507,-69
460,-69
471,-72
479,-69
484,-69
484,-72
476,-69
486,-69
470,-69
478,-69
479,-69
489,-70
479,-70
477,-69
1472,-72
453,-73
469,-70
483,-70
975,-73
470,-69
476,-72
479,-69
486,-70
956,-70
486,-69
987,-70
453,-69
481,-70
955,-72
479,-69
485,-70
486,-70
948,-69
965,-70
480,-69
484,-71
474,-72
474,-70
486,-69
516,-69
920,-69
480,-69
969,-70
507,-69
474,-72
457,-69
475,-69
515,-69
446,-72
989,-70
451,-69
485,-69
470,-69
495,-70
473,-72
485,-70
951,-69
515,-69
447,-69
483,-69
480,-69
480,-69
488,-73
468,-73
478,-72
500,-70
466,-69
481,-69
471,-69
483,-69
497,-69
462,-69
490,-69
479,-69
958,-70
477,-69
483,-68
477,-69
507,-69
489,-72
930,-70
480,-69
953,-70
504,-69
461,-69
478,-69
970,-70
474,-72
484,-69
484,-72
466,-73
481,-69
479,-69
996,-70
477,-69
447,-70
480,-70
962,-73
531,-69
443,-72
950,-70
474,-69
485,-69
477,-73
473,-69
490,-68
472,-69
972,-72
475,-69
475,-70
484,-70
967,-72
952,-70
483,-70
964,-70
952,-70
475,-70
488,-70
505,-69
447,-69
487,-71
476,-68
967,-70
956,-69
476,-72
485,-70
478,-69
481,-69
491,-72
469,-69
480,-70
483,-70
487,-70
951,-70
479,-69
479,-69
484,-70
486,-71
478,-70
954,-70
483,-70
473,-69
484,-69
482,-69
1436,-72
482,-69
476,-70
496,-69
