477,-59
477,-57
484,-60
487,-56
470,-61
964,-62
473,-63
483,-64
477,-59
487,-61
475,-60
959,-58
2404,-62
482,-66
957,-61
476,-63
1928,-67
473,-62
476,-64
967,-64
491,-65
484,-63
460,-69
487,-61
505,-61
936,-63
479,-61
481,-62
485,-61
474,-69
478,-60
484,-69
474,-59
501,-63
457,-60
966,-65
475,-67
965,-64
482,-65
475,-69
477,-62
489,-63
3108,-120
3107,-120
3111,-120
3121,-120
3158,-120
3125,-120
3141,-120
3084,-120
3105,-120
3100,-120
2946,-48
460,-52
479,-47
515,-48
435,-53
490,-48
948,-48
527,-48
440,-52
474,-48
528,-48
454,-53
938,-47
480,-48
483,-47
970,-48
467,-52
995,-48
445,-53
479,-48
522,-48
442,-48
478,-48
489,-48
471,-48
478,-47
488,-48
495,-48
466,-48
471,-48
483,-48
489,-48
511,-48
444,-47
968,-53
488,-47
481,-48
464,-48
474,-48
488,-53
489,-48
463,-48
484,-48
481,-48
496,-48
467,-48
482,-48
472,-48
498,-48
947,-48
965,-47
473,-59
474,-59
531,-51
448,-51
474,-53
475,-54
482,-53
476,-56
483,-54
476,-53
484,-54
477,-53
482,-53
481,-53
474,-53
485,-52
957,-55
482,-53
477,-54
485,-53
504,-55
451,-55
493,-51
465,-53
981,-56
469,-54
476,-55
480,-56
475,-53
481,-53
494,-57
950,-52
477,-55
479,-52
484,-51
482,-60
476,-37
980,-38
455,-42
482,-54
502,-74
948,-57
474,-71
483,-67
477,-67
962,-74
470,-73
1445,-85
527,-78
433,-75
3110,-120
3106,-120
3110,-120
3132,-120
117,-84
480,-83
501,-95
465,-79
486,-74
469,-79
481,-85
475,-87
490,-83
491,-88
947,-81
478,-84
479,-80
481,-89
477,-89
958,-98
488,-86
480,-88
476,-94
1438,-87
488,-86
477,-88
528,-87
913,-88
478,-96
474,-82
481,-80
485,-78
1474,-83
452,-81
474,-79
497,-74
463,-77
481,-77
958,-75
965,-82
470,-87
489,-83
957,-85
956,-89
498,-91
462,-90
482,-86
484,-93
481,-94
490,-93
463,-92
484,-97
476,-90
482,-85
481,-85
476,-84
481,-94
482,-81
501,-85
939,-90
1444,-91
960,-94
964,-82
471,-86
485,-76
478,-77
473,-82
499,-81
467,-77
960,-73
478,-75
485,-75
471,-75
962,-73
499,-72
465,-72
476,-74
480,-73
484,-71
478,-73
957,-79
486,-79
475,-77
485,-70
959,-71
497,-78
947,-86
978,-101
459,-97
955,-92
482,-90
476,-99
2407,-92
963,-97
950,-91
1443,-93
483,-99
489,-92
952,-99
1436,-96
490,-97
2882,-99
484,-98
3163,-120
3105,-120
446,-98
1439,-99
3108,-120
1678,-98
3108,-120
3108,-120
1473,-96
3114,-120
730,-96
2880,-97
958,-93
1919,-88
479,-91
475,-91
1469,-94
463,-97
3092,-120
1248,-99
1893,-95
478,-101
514,-101
2854,-95
3094,-120
259,-97
956,-99
505,-101
2378,-96
1916,-93
3144,-120
1679,-97
3091,-120
3088,-120
3097,-120
3091,-120
3092,-120
1328,-99
3120,-120
1216,-102
2861,-99
477,-94
962,-92
963,-98
471,-88
963,-92
965,-76
480,-82
477,-89
478,-86
487,-89
1916,-90
478,-89
480,-92
1932,-96
1439,-98
948,-101
2414,-102
487,-95
3101,-120
3125,-96
477,-97
484,-95
961,-97
3100,-120
3100,-120
1003,-103
3120,-120
3112,-98
3100,-120
744,-95
3104,-120
3122,-120
3114,-120
1693,-97
495,-99
471,-100
3103,-120
266,-97
469,-97
979,-99
2884,-84
940,-89
3134,-98
474,-89
476,-99
478,-88
958,-95
967,-95
471,-93
963,-97
478,-98
3107,-120
3102,-120
999,-100
956,-95
2410,-95
3107,-120
1201,-100
968,-97
3111,-120
3102,-120
2901,-101
3128,-120
3108,-120
1446,-99
3111,-120
3103,-120
527,-96
458,-99
480,-89
959,-97
1441,-103
3110,-120
1571,-98
1471,-94
443,-85
1456,-97
1432,-92
479,-98
3160,-120
3116,-120
1416,-95
1421,-93
1919,-97
1444,-100
477,-94
